Species;population;N.ind;N.plots
Pouteria pachyphylla;1,81E+07;31;6
Licania parvifructa;1,81E+07;55;19
Sloanea macrophylla;1,80E+07;43;27
Uleanthus erythrinoides;1,80E+07;13;4
Ocotea subterminalis;1,80E+07;101;47
Ormosia coarctata;1,79E+07;40;19
Parahancornia amara;1,79E+07;133;4
Terminalia aubletii;1,79E+07;51;28
Abarema auriculata;1,79E+07;76;27
Matayba scrobiculata;1,78E+07;54;25
Neea amplifolia;1,78E+07;40;5
Crudia tomentosa;1,78E+07;17;7
Pouteria aubrevillei;1,77E+07;61;35
Inga pruriens;1,77E+07;43;28
Diospyros dalyom;1,77E+07;19;1
Pera coccinea;1,76E+07;48;13
Alseis microcarpa;1,76E+07;53;21
Licania discolor;1,76E+07;44;26
Henriettea granulata;1,76E+07;22;4
Abarema cochleata;1,75E+07;54;32
Zygia longifolia;1,75E+07;56;10
Handroanthus chrysanthus;1,74E+07;34;15
Cariniana estrellensis;1,74E+07;25;16
Xylopia nervosa;1,74E+07;39;14
Ficus obtusiuscula;1,74E+07;60;4
Licaria pachycarpa;1,73E+07;57;35
Faramea anisocalyx;1,73E+07;44;28
Eugenia ferreiraeana;1,73E+07;22;4
Hymenaea reticulata;1,73E+07;55;33
Pagamea macrophylla;1,73E+07;64;14
Eugenia cuspidifolia;1,73E+07;41;35
Eugenia gomesiana;1,73E+07;33;13
Graffenrieda intermedia;1,73E+07;19;2
Tovomita weddelliana;1,72E+07;59;21
Xylopia cayennensis;1,72E+07;131;34
Pausandra martinii;1,72E+07;52;15
Miconia trinervia;1,71E+07;46;21
Pterocarpus acapulcensis;1,70E+07;29;7
Naucleopsis pseudonaga;1,70E+07;47;20
Protium rhynchophyllum;1,70E+07;69;11
Miconia dolichorrhyncha;1,70E+07;72;28
Endlicheria williamsii;1,70E+07;41;18
Stachyarrhena spicata;1,70E+07;64;16
Vochysia glaberrima;1,70E+07;30;4
Gustavia acuminata;1,70E+07;17;2
Licania sandwithii;1,70E+07;91;43
Coccoloba excelsa;1,69E+07;28;17
Tovomita fructipendula;1,69E+07;69;26
Picramnia nuriensis;1,69E+07;51;3
Inga micradenia;1,69E+07;42;8
Vismia latifolia;1,68E+07;193;45
Eschweilera integrifolia;1,68E+07;25;3
Platymiscium filipes;1,68E+07;152;39
Ecclinusa bullata;1,67E+07;28;8
Hymenaea martiana;1,67E+07;30;1
Ficus obtusifolia;1,67E+07;31;20
Mouriri ficoides;1,67E+07;27;17
Capparis;1,66E+07;17;2
Tapura capitulifera;1,66E+07;171;38
Ocotea rubrinervis;1,66E+07;136;34
Byrsonima poeppigiana;1,66E+07;35;27
Swartzia macrocarpa;1,66E+07;36;7
Ciliosemina pedunculata;1,65E+07;55;12
Ruizterania esmeraldae;1,65E+07;48;6
Allophylus amazonicus;1,65E+07;52;22
Callisthene fasciculata;1,65E+07;38;5
Maytenus floribunda;1,65E+07;40;17
Protium klugii;1,64E+07;40;27
Qualea multiflora;1,64E+07;105;16
Vitex stahelii;1,64E+07;55;11
Tovomita hopkinsii;1,64E+07;34;26
Eugenia citrifolia;1,64E+07;59;34
Tovomita longifolia;1,62E+07;96;30
Guatteria ramiflora;1,61E+07;50;26
Protium carolense;1,61E+07;25;7
Mabea anadena;1,61E+07;46;3
Macrosamanea pubiramea;1,61E+07;130;6
Vochysia splendens;1,61E+07;33;9
Erythrina ulei;1,61E+07;34;11
Lecointea peruviana;1,61E+07;43;24
Capparidastrum osmanthum;1,61E+07;87;31
Duroia paraensis;1,60E+07;20;6
Vitex duckei;1,60E+07;45;11
Miconia triplinervis;1,60E+07;52;13
Chlorocardium venenosum;1,60E+07;37;18
Leptobalanus cardiophyllus;1,60E+07;25;11
Tabernaemontana undulata;1,60E+07;29;16
Pouteria glauca;1,60E+07;41;24
Licania coriacea;1,59E+07;54;30
Byrsonima stipulina;1,59E+07;50;14
Byrsonima duckeana;1,59E+07;50;32
Xylopia crinita;1,59E+07;64;38
Triplaris dugandii;1,58E+07;25;13
Couratari longipedicellata;1,58E+07;133;34
Nectandra globosa;1,58E+07;45;17
Pisonia zapallo;1,58E+07;21;2
Diospyros cayennensis;1,58E+07;80;32
Casearia mariquitensis;1,57E+07;61;18
Mezilaurus mahuba;1,57E+07;133;39
Myrcia deflexa;1,57E+07;44;22
Grias peruviana;1,57E+07;41;9
Miconia myriantha;1,56E+07;28;10
Rhodostemonodaphne praeclara;1,56E+07;86;47
Duroia aquatica;1,56E+07;100;46
Cupania latifolia;1,56E+07;41;22
Mouriri brevipes;1,56E+07;31;5
Lacistema pubescens;1,56E+07;49;11
Matayba oligandra;1,56E+07;353;41
Macrosamanea duckei;1,56E+07;31;3
Vochysia maxima;1,55E+07;45;16
Diospyros dichroa;1,55E+07;77;17
Calyptranthes nigrescens;1,55E+07;84;7
Tachigali rigida;1,55E+07;23;6
Dipteryx ferrea;1,55E+07;11;4
Talisia mollis;1,55E+07;75;28
Bocageopsis mattogrossensis;1,54E+07;41;10
Virola kwatae;1,54E+07;68;26
Dimorphandra macrostachya;1,54E+07;30;12
Diospyros sericea;1,54E+07;39;18
Byrsonima putumayensis;1,54E+07;52;17
Eugenia exaltata;1,54E+07;66;24
Erythroxylum kapplerianum;1,54E+07;24;13
Parinari occidentalis;1,54E+07;36;21
Phytelephas tenuicaulis;1,54E+07;52;12
Damburneya purpurea;1,53E+07;30;11
Vismia gracilis;1,53E+07;20;16
Coccoloba lehmannii;1,53E+07;52;28
Ocotea tabacifolia;1,53E+07;23;17
Vochysia citrifolia;1,52E+07;13;6
Virola guggenheimii;1,52E+07;17;14
Neea parviflora;1,52E+07;48;25
Faramea occidentalis;1,52E+07;29;19
Machaerium nyctitans;1,52E+07;74;6
Protium calanense;1,52E+07;36;10
Phyllostylon rhamnoides;1,52E+07;159;3
Coutarea hexandra;1,51E+07;60;9
Calyptranthes fasciculata;1,51E+07;28;10
Byrsonima arthropoda;1,51E+07;46;27
Terminalia pulcherrima;1,51E+07;23;10
Ambelania duckei;1,51E+07;59;20
Inga rusbyi;1,51E+07;57;23
Inga longiflora;1,51E+07;36;12
Ormosia flava;1,51E+07;51;41
Eugenia ligustrina;1,50E+07;28;6
Guarea ecuadoriensis;1,50E+07;43;27
Ormosia lignivalvis;1,50E+07;43;9
Andira multistipula;1,50E+07;33;23
Ocotea fasciculata;1,50E+07;201;33
Elizabetha speciosa;1,50E+07;30;14
Trophis racemosa;1,50E+07;26;8
Aiouea myristicoides;1,50E+07;191;48
Alseis floribunda;1,49E+07;26;5
Oxandra leucodermis;1,49E+07;25;2
Cassipourea peruviana;1,49E+07;40;27
Carapa vasquezii;1,49E+07;25;8
Licania irwinii;1,49E+07;172;11
Ocotea neesiana;1,49E+07;59;12
Chrysophyllum eximium;1,49E+07;101;26
Cordia toqueve;1,48E+07;45;24
Erythroxylum macrophyllum;1,48E+07;56;32
Abarema leucophylla;1,48E+07;32;13
Elizabetha duckei;1,48E+07;20;12
Chrysophyllum colombianum;1,48E+07;55;20
Rinorea amapensis;1,47E+07;26;20
Lacmellea floribunda;1,47E+07;37;19
Copaifera pubiflora;1,47E+07;33;8
Vochysia tomentosa;1,46E+07;49;17
Bothriospora corymbosa;1,46E+07;27;10
Centronia laurifolia;1,46E+07;61;2
Inga ciliata;1,46E+07;75;25
Casearia combaymensis;1,46E+07;80;53
Tachigali odoratissima;1,46E+07;19;6
Licania gracilipes;1,45E+07;51;20
Thyrsodium puberulum;1,45E+07;90;41
Raphia taedigera;1,45E+07;74;6
Lecythis parvifructa;1,45E+07;38;24
Talisia guianensis;1,45E+07;183;26
Cecropia pachystachya;1,44E+07;97;7
Dipteryx punctata;1,44E+07;65;47
Brosimum gaudichaudii;1,44E+07;19;10
Sacoglottis amazonica;1,44E+07;48;22
Pouteria franciscana;1,44E+07;42;10
Protium calendulinum;1,43E+07;31;15
Eriotheca longitubulosa;1,43E+07;57;36
Cassia rubriflora;1,42E+07;31;23
Diospyros manausensis;1,42E+07;20;5
Micropholis obscura;1,42E+07;127;48
Micrandra rossiana;1,42E+07;41;13
Byrsonima crassifolia;1,42E+07;32;19
Sterigmapetalum colombianum;1,42E+07;80;9
Macrolobium brevense;1,41E+07;42;9
Dimorphandra pennigera;1,41E+07;38;13
Annona insignis;1,41E+07;11;4
Pera tomentosa;1,41E+07;30;14
Ocotea costulata;1,41E+07;37;20
Couepia latifolia;1,41E+07;36;21
Eugenia egensis;1,41E+07;45;25
Tapura coriacea;1,40E+07;32;26
Adenocalymma cladotrichum;1,40E+07;25;13
Miconia phanerostila;1,40E+07;113;40
Piptadenia gonoacantha;1,39E+07;34;9
Eugenia marowynensis;1,39E+07;24;10
Xylopia multiflora;1,39E+07;32;17
Pouteria latianthera;1,39E+07;15;12
Nealchornea stipitata;1,39E+07;32;10
Zeyheria tuberculosa;1,38E+07;18;3
Casearia spinescens;1,38E+07;31;8
Stryphnodendron microstachyum;1,38E+07;32;23
Endlicheria levelii;1,38E+07;66;5
Eugenia anastomosans;1,38E+07;34;23
Apeiba macropetala;1,38E+07;35;10
Conceveiba tristigmata;1,37E+07;39;5
Ryania speciosa;1,37E+07;30;16
Ficus killipii;1,37E+07;44;22
Matisia intricata;1,37E+07;34;16
Helianthostylis steyermarkii;1,37E+07;23;8
Xylosma benthamii;1,37E+07;24;18
Sorocea duckei;1,36E+07;44;17
Qualea brevipedicellata;1,36E+07;23;7
Coussapoa ovalifolia;1,36E+07;33;24
Endlicheria klugii;1,36E+07;30;18
Alchornea latifolia;1,36E+07;54;13
Macrolobium campestre;1,35E+07;32;10
Inga psittacorum;1,35E+07;25;15
Lueheopsis schultesii;1,35E+07;19;11
Qualea dinizii;1,35E+07;43;21
Talisia hemidasya;1,35E+07;24;6
Hymenolobium nitidum;1,35E+07;130;32
Myrcia aliena;1,34E+07;26;19
Xylopia peruviana;1,34E+07;67;10
Pera benensis;1,34E+07;30;20
Schefflera confusa;1,34E+07;22;9
Celtis iguanaea;1,34E+07;22;6
Duguetia neglecta;1,34E+07;69;21
Guarea glabra;1,34E+07;45;26
Duroia prancei;1,34E+07;172;12
Matisia huallagensis;1,34E+07;73;20
Chimarrhis hookeri;1,34E+07;42;23
Pleurothyrium vasquezii;1,34E+07;28;24
Aniba firmula;1,34E+07;65;36
Annona amazonica;1,34E+07;19;16
Ocotea tessmannii;1,33E+07;61;28
Coccoloba striata;1,33E+07;20;9
Miconia dichrophylla;1,33E+07;68;23
Couepia subcordata;1,33E+07;29;10
Myrcia servata;1,33E+07;29;18
Micropholis porphyrocarpa;1,33E+07;130;35
Myrcia argentigemma;1,32E+07;20;2
Klarobelia inundata;1,32E+07;11;7
Toulicia elliptica;1,32E+07;34;5
Copaifera guyanensis;1,32E+07;26;9
Picramnia latifolia;1,32E+07;29;18
Macrolobium arenarium;1,31E+07;58;13
Duroia hirsuta;1,31E+07;40;19
Ocotea nitida;1,31E+07;55;22
Theobroma bicolor;1,31E+07;11;4
Tovomita laurina;1,30E+07;24;5
Picramnia juniniana;1,30E+07;16;10
Copaifera officinalis;1,30E+07;19;5
Henriettea stellaris;1,30E+07;20;7
Cathedra paraensis;1,30E+07;18;4
Myrcia sylvatica;1,30E+07;47;22
Handroanthus obscurus;1,30E+07;27;13
Guarea cristata;1,30E+07;30;16
Inga densiflora;1,30E+07;32;18
Sloanea gladysiae;1,30E+07;31;19
Lonchocarpus seorsus;1,30E+07;114;24
Copaifera paupera;1,29E+07;15;5
Ochthocosmus barrae;1,29E+07;30;4
Miconia phaeophylla;1,29E+07;31;18
Ophiocaryon manausense;1,29E+07;35;18
Vantanea spichigeri;1,29E+07;32;11
Vantanea peruviana;1,29E+07;39;18
Eschweilera piresii;1,29E+07;55;17
Endlicheria verticillata;1,29E+07;25;14
Endlicheria citriodora;1,28E+07;38;16
Endlicheria pyriformis;1,28E+07;20;12
Swartzia sericea;1,28E+07;20;8
Inga leptocarpa;1,28E+07;31;19
Microdesmia arborea;1,28E+07;23;9
Rauia subtruncata;1,27E+07;18;2
Calatola microcarpa;1,27E+07;31;14
Bellucia pentamera;1,27E+07;31;17
Thyrsodium guianense;1,27E+07;122;40
Couepia magnoliifolia;1,27E+07;35;30
Talisia obovata;1,27E+07;38;5
Triplaris setosa;1,27E+07;37;5
Mouriri nervosa;1,27E+07;40;23
Ilex guianensis;1,27E+07;26;6
Maytenus amazonica;1,26E+07;36;23
Acioa dolichopoda;1,26E+07;21;14
Ficus nymphaeifolia;1,26E+07;45;31
Cariniana legalis;1,26E+07;7;4
Chrysochlamys ulei;1,26E+07;88;17
Pouteria plicata;1,26E+07;35;6
Varronia polycephala;1,26E+07;16;10
Lacunaria macrostachya;1,26E+07;40;25
Trattinnickia boliviana;1,26E+07;124;36
Micropholis cayennensis;1,26E+07;82;27
Albizia niopoides;1,26E+07;37;16
Pterodon emarginatus;1,25E+07;11;1
Protium carnosum;1,25E+07;28;13
Aniba hypoglauca;1,25E+07;59;19
Miconia prasina;1,25E+07;77;21
Laplacea fruticosa;1,25E+07;32;20
Licania polita;1,24E+07;18;7
Ticorea longiflora;1,24E+07;31;8
Eschweilera nana;1,24E+07;27;3
Ocotea tomentella;1,24E+07;77;40
Abarema longipedunculata;1,24E+07;15;9
Pouteria singularis;1,24E+07;75;28
Quararibea martini;1,24E+07;8;1
Miconia egensis;1,23E+07;66;10
Lacmellea foxii;1,23E+07;29;9
Nectandra membranacea;1,23E+07;75;21
Oxandra krukoffii;1,23E+07;39;16
Trichilia tuberculata;1,23E+07;41;21
Pourouma myrmecophila;1,23E+07;53;21
Moquilea subarachnophylla;1,22E+07;37;12
Croton draconoides;1,22E+07;25;11
Ouratea coccinea;1,22E+07;13;10
Mouriri cauliflora;1,22E+07;25;15
Hylocarpa heterocarpa;1,22E+07;16;2
Pouteria flavilatex;1,22E+07;53;42
Pouteria surumuensis;1,22E+07;18;6
Naucleopsis riparia;1,22E+07;34;20
Urera baccifera;1,21E+07;14;11
Eugenia wentii;1,21E+07;35;14
Siparuna sarmentosa;1,21E+07;10;6
Cupania hirsuta;1,21E+07;45;22
Nectandra acutifolia;1,21E+07;38;6
Byrsonima intermedia;1,21E+07;86;3
Miconia napoana;1,21E+07;53;23
Pouteria crassiflora;1,20E+07;212;41
Hirtella pilosissima;1,20E+07;27;19
Geoffroea spinosa;1,20E+07;50;1
Trichilia micropetala;1,20E+07;23;12
Limadendron amazonicum;1,20E+07;29;11
Maytenus ebenifolia;1,20E+07;48;16
Phragmotheca mammosa;1,19E+07;35;18
Protium cuneatum;1,19E+07;45;14
Piptadenia pteroclada;1,18E+07;32;17
Hirtella brachystachya;1,18E+07;29;6
Swartzia gracilis;1,18E+07;20;8
Conostegia cuatrecasii;1,18E+07;8;2
Isertia longifolia;1,18E+07;51;17
Trattinnickia aspera;1,18E+07;40;19
Nectandra acuminata;1,17E+07;20;13
Tapura singularis;1,17E+07;92;29
Allophylus punctatus;1,17E+07;46;22
Protium reticulatum;1,17E+07;9;4
Pouteria cicatricata;1,17E+07;24;9
Hirtella davisii;1,17E+07;34;10
Inga multinervis;1,17E+07;56;14
Sorocea sprucei;1,17E+07;36;12
Faramea multiflora;1,16E+07;48;20
Hymenolobium velutinum;1,16E+07;24;18
Lacmellea lactescens;1,16E+07;50;27
Ficus citrifolia;1,16E+07;27;18
Holocalyx balansae;1,16E+07;6;4
Loxopterygium sagotii;1,16E+07;42;17
Inga rhynchocalyx;1,16E+07;19;16
Ferdinandusa hirsuta;1,15E+07;52;20
Lecythis simiorum;1,15E+07;54;36
Lonchocarpus imatacensis;1,15E+07;50;15
Aspidosperma tomentosum;1,15E+07;18;3
Miconia multiflora;1,15E+07;31;2
Paraia bracteata;1,15E+07;69;13
Neea altissima;1,15E+07;58;9
Neea boliviana;1,15E+07;14;2
Sterculia parviflora;1,15E+07;21;10
Lindackeria paraensis;1,15E+07;24;10
Himatanthus tarapotensis;1,15E+07;27;6
Simira pikia;1,14E+07;15;3
Myrcia platyclada;1,14E+07;34;5
Fusaea peruviana;1,14E+07;24;13
Myrciaria tenella;1,14E+07;70;18
Trichilia laxipaniculata;1,14E+07;42;13
Annona cherimolioides;1,14E+07;25;13
Trophis caucana;1,14E+07;36;12
Sacoglottis cydonioides;1,14E+07;47;24
Myrcia guianensis;1,14E+07;37;15
Eugenia brownsbergii;1,14E+07;136;17
Abarema microcalyx;1,13E+07;22;11
Neea obovata;1,13E+07;17;8
Ocotea obovata;1,13E+07;45;12
Casearia resinifera;1,13E+07;6;3
Alexa cowanii;1,13E+07;74;1
Inga bicoloriflora;1,13E+07;35;25
Myrcia magnoliifolia;1,13E+07;21;16
Joannesia heveoides;1,13E+07;53;16
Trattinnickia lancifolia;1,12E+07;27;19
Melicoccus pedicellaris;1,12E+07;60;37
Miconia longifolia;1,12E+07;13;9
Macrolobium guianense;1,12E+07;126;4
Erythroxylum squamatum;1,12E+07;20;12
Protium araguense;1,12E+07;18;2
Vitex sprucei;1,12E+07;54;9
Myrsine umbellata;1,11E+07;18;5
Croton gossypiifolius;1,11E+07;47;9
Aniba ferrea;1,11E+07;40;22
Pseudoxandra lucida;1,11E+07;47;7
Cupania hispida;1,11E+07;39;14
Swartzia simplex;1,10E+07;22;11
Mezilaurus crassiramea;1,10E+07;42;2
Protium meridionale;1,10E+07;27;11
Acrocomia aculeata;1,10E+07;39;6
Naucleopsis herrerensis;1,10E+07;40;25
Erythrina dominguezii;1,10E+07;5;2
Eugenia protenta;1,10E+07;37;8
Fissicalyx fendleri;1,10E+07;22;9
Eriotheca discolor;1,10E+07;15;2
Swartzia dipetala;1,10E+07;6;4
Swartzia laxiflora;1,10E+07;164;39
Tovomita humilis;1,10E+07;10;4
Ormosia amazonica;1,10E+07;21;18
Capparidastrum solum;1,10E+07;20;11
Guatteria liesneri;1,09E+07;31;21
Andira macrothyrsa;1,09E+07;30;17
Pouteria pariry;1,09E+07;30;21
Neea robusta;1,09E+07;17;14
Senegalia bonariensis;1,09E+07;16;3
Pouteria juruana;1,09E+07;24;7
Cordiera myrciifolia;1,09E+07;39;25
Dacryodes belemensis;1,08E+07;24;9
Humiriastrum piraparanense;1,08E+07;20;10
Eriotheca surinamensis;1,08E+07;34;19
Naucleopsis stipularis;1,08E+07;8;3
Aniba affinis;1,08E+07;42;12
Duguetia megalocarpa;1,08E+07;38;27
Cordiera hadrantha;1,07E+07;40;5
Mollinedia killipii;1,07E+07;40;16
Endlicheria multiflora;1,07E+07;14;7
Trichanthera gigantea;1,07E+07;49;12
Pleurothyrium intermedium;1,07E+07;45;22
Ecclinusa lancifolia;1,07E+07;38;15
Eugenia illepida;1,06E+07;11;3
Myrcia atramentifera;1,06E+07;55;25
Ocotea velloziana;1,06E+07;16;1
Marila tomentosa;1,06E+07;31;24
Xylopia brasiliensis;1,06E+07;18;8
Preslianthus detonsus;1,06E+07;30;9
Astrocaryum vulgare;1,06E+07;92;10
Lonchocarpus lilloi;1,06E+07;70;7
Cecropia herthae;1,05E+07;58;23
Inga panurensis;1,05E+07;17;12
Copaifera duckei;1,05E+07;22;14
Aegiphila integrifolia;1,05E+07;32;16
Porocystis toulicioides;1,05E+07;37;16
Sloanea hirsuta;1,04E+07;21;15
Ochroma pyramidale;1,04E+07;29;12
Swartzia angustifoliola;1,04E+07;20;1
Inga suaveolens;1,04E+07;33;18
Unonopsis veneficiorum;1,03E+07;30;18
Hymenopus hirsutus;1,03E+07;26;19
Tachigali macbridei;1,03E+07;17;5
Cavanillesia hylogeiton;1,03E+07;17;8
Erisma fuscum;1,03E+07;27;13
Salacia elliptica;1,03E+07;31;16
Ficus yoponensis;1,03E+07;24;14
Cordia sericicalyx;1,03E+07;39;10
Allantoma integrifolia;1,02E+07;39;15
Virola decorticans;1,02E+07;34;28
Endlicheria canescens;1,02E+07;39;17
Coccoloba peruviana;1,02E+07;15;8
Tabernaemontana vanheurckii;1,02E+07;9;2
Peridiscus lucidus;1,02E+07;42;16
Iryanthera inpae;1,02E+07;19;10
Rudgea guyanensis;1,02E+07;10;2
Laxoplumeria tessmannii;1,02E+07;26;9
Protium demerarense;1,02E+07;55;7
Leptobalanus wurdackii;1,01E+07;24;1
Mabea anomala;1,01E+07;9;1
Himatanthus attenuatus;1,01E+07;29;11
Alibertia bertierifolia;1,01E+07;27;13
Siparuna pachyantha;1,01E+07;41;29
Pouteria maguirei;1,01E+07;27;12
Tachigali plumbea;1,01E+07;59;29
Triplaris punctata;1,01E+07;15;4
Hymenolobium modestum;1,00E+07;23;17
Eugenia flavescens;1,00E+07;254;40
Cecropia angustifolia;1,00E+07;23;7
Myrcia eximia;1,00E+07;27;18
Cremastosperma leiophyllum;9,99E+06;17;6
Zanthoxylum fagara;9,99E+06;24;7
Humiria crassifolia;9,96E+06;15;3
Inga acuminata;9,95E+06;39;16
Maprounea amazonica;9,93E+06;54;9
Ficus eximia;9,93E+06;20;10
Bauhinia arborea;9,90E+06;52;17
Unonopsis perrottetii;9,90E+06;48;19
Chrysophyllum revolutum;9,87E+06;21;1
Byrsonima punctulata;9,87E+06;55;5
Coccoloba padiformis;9,86E+06;12;3
Rinorea pectinosquamata;9,84E+06;135;25
Talisia veraluciana;9,84E+06;27;21
Dacryodes amplectans;9,81E+06;26;17
Licania cruegeriana;9,81E+06;21;6
Talisia microphylla;9,80E+06;70;45
Rhodostemonodaphne peneia;9,78E+06;24;20
Pouteria tenuisepala;9,73E+06;14;3
Swartzia longistipitata;9,72E+06;16;6
Cordia panamensis;9,72E+06;23;12
Casearia zizyphoides;9,72E+06;37;7
Tetrorchidium rubrivenium;9,72E+06;24;11
Dacryodes hopkinsii;9,71E+06;19;8
Virola crebrinervia;9,66E+06;88;32
Coccoloba coronata;9,61E+06;52;22
Calyptranthes densiflora;9,61E+06;16;12
Vochysia complicata;9,60E+06;23;4
Cybianthus fulvopulverulentus;9,60E+06;45;16
Anthodiscus pilosus;9,58E+06;25;17
Annona duckei;9,58E+06;35;22
Macrolobium ischnocalyx;9,57E+06;53;12
Qualea cordata;9,55E+06;23;3
Albizia duckeana;9,55E+06;20;14
Tachigali richardiana;9,54E+06;74;26
Samanea tubulosa;9,53E+06;24;9
Croton lechleri;9,52E+06;25;10
Machaerium quinata;9,52E+06;18;14
Elaeoluma crispa;9,48E+06;23;2
Caryocar amygdaliforme;9,48E+06;31;17
Ormosia bopiensis;9,48E+06;28;17
Endlicheria arunciflora;9,47E+06;11;4
Zanthoxylum pentandrum;9,47E+06;36;15
Campsiandra casiquiarensis;9,46E+06;17;1
Mabea macbridei;9,46E+06;29;4
Croton sampatik;9,46E+06;38;9
Compsoneura ulei;9,45E+06;30;15
Alseis longifolia;9,45E+06;14;3
Coussarea ampla;9,44E+06;25;15
Inga fastuosa;9,42E+06;31;21
Ocotea olivacea;9,41E+06;34;16
Trichilia euneura;9,41E+06;36;22
Pagamea acrensis;9,39E+06;7;2
Annona cuspidata;9,38E+06;21;12
Casearia commersoniana;9,37E+06;17;9
Citronella incarum;9,37E+06;39;24
Guapira noxia;9,36E+06;61;13
Pera decipiens;9,36E+06;17;9
Moquilea longipedicellata;9,36E+06;33;13
Calyptranthes macrophylla;9,35E+06;106;25
Diospyros kondor;9,33E+06;10;3
Erythroxylum anguifugum;9,32E+06;41;7
Humiriastrum obovatum;9,31E+06;82;4
Talisia carinata;9,25E+06;16;9
Sparattosperma leucanthum;9,25E+06;15;6
Meliosma loretoyacuensis;9,23E+06;28;20
Rauvolfia pentaphylla;9,22E+06;12;8
Galipea davisii;9,17E+06;16;3
Virola minutiflora;9,16E+06;26;12
Schefflera japurensis;9,16E+06;20;1
Vochysia densiflora;9,15E+06;28;14
Pachira gracilis;9,15E+06;13;1
Annona impressivenia;9,14E+06;45;8
Casearia corymbosa;9,14E+06;28;14
Simaba paraensis;9,14E+06;47;20
Salacia macrantha;9,13E+06;35;23
Guapira tomentosa;9,10E+06;15;12
Deguelia utilis;9,10E+06;28;17
Dystovomita paniculata;9,10E+06;17;3
Chamaecrista bahiae;9,09E+06;14;7
Catostemma sancarlosianum;9,09E+06;19;3
Cordia naidophila;9,08E+06;16;6
Cyrilla racemiflora;9,07E+06;16;1
Annona tenuipes;9,07E+06;49;26
Aniba excelsa;9,06E+06;38;15
Mollinedia ovata;9,05E+06;21;16
Melicoccus novogranatensis;9,05E+06;128;18
Calyptranthes pulchella;9,04E+06;13;4
Diospyros bullata;9,03E+06;10;8
Trichilia inaequilatera;9,00E+06;20;4
Albizia decandra;9,00E+06;93;13
Emmotum orbiculatum;9,00E+06;39;8
Aspidosperma myristicifolium;9,00E+06;28;11
Simira paraensis;9,00E+06;20;3
Duguetia furfuracea;8,97E+06;52;4
Piper reticulatum;8,96E+06;30;16
Abarema piresii;8,95E+06;88;29
Spondias venosa;8,94E+06;16;9
Micropholis brochidodroma;8,91E+06;43;16
Allophylus loretensis;8,91E+06;24;9
Barnebydendron riedelii;8,90E+06;23;11
Swartzia latifolia;8,90E+06;8;3
Couepia williamsii;8,89E+06;25;7
Trichilia martiana;8,89E+06;21;14
Ocotea gracilis;8,88E+06;16;10
Swartzia ingaefolia;8,86E+06;12;7
Pera distichophylla;8,84E+06;22;8
Ficus piresiana;8,83E+06;30;20
Tetrameranthus laomae;8,83E+06;15;10
Annona sericea;8,82E+06;13;7
Quiina integrifolia;8,80E+06;35;15
Lecythis barnebyi;8,80E+06;46;18
Quararibea loretoyacuensis;8,79E+06;25;13
Diospyros manu;8,79E+06;18;10
Caryocar nuciferum;8,79E+06;31;18
Votomita pubescens;8,78E+06;23;7
Licania stricta;8,78E+06;44;4
Pterodon pubescens;8,76E+06;39;3
Staminodianthus duckei;8,76E+06;16;12
Chromolucuma baehniana;8,75E+06;12;7
Magonia pubescens;8,73E+06;34;5
Vochysia cayennensis;8,72E+06;40;1
Calliandra surinamensis;8,71E+06;14;12
Siparuna reginae;8,66E+06;29;16
Sloanea picapica;8,66E+06;22;16
Pouteria tarapotensis;8,65E+06;19;14
Annona dolichophylla;8,65E+06;24;17
Tachigali schultesiana;8,64E+06;12;5
Neoraputia magnifica;8,63E+06;8;1
Miconia pubipetala;8,61E+06;20;8
Magnolia amazonica;8,60E+06;38;13
Porcelia nitidifolia;8,60E+06;29;12
Vatairea fusca;8,59E+06;18;15
Hippotis albiflora;8,59E+06;24;4
Pseudoxandra obscurinervis;8,58E+06;25;18
Macrolobium discolor;8,58E+06;14;5
Annona neoamazonica;8,57E+06;29;19
Tabernaemontana sananho;8,54E+06;24;18
Hebepetalum roraimense;8,53E+06;21;3
Guatteria atabapensis;8,49E+06;14;8
Eriotheca gracilipes;8,47E+06;41;7
Anthodiscus amazonicus;8,47E+06;16;6
Tabebuia stenocalyx;8,46E+06;41;10
Henriettea fissanthera;8,46E+06;25;4
Ormosia macrophylla;8,45E+06;20;8
Maytenus ficiformis;8,44E+06;37;9
Senna multijuga;8,43E+06;18;13
Duroia bolivarensis;8,43E+06;15;10
Aspidosperma fendleri;8,40E+06;35;14
Inga microcoma;8,39E+06;35;17
Talisia dasyclada;8,39E+06;25;5
Nectandra viburnoides;8,38E+06;84;16
Isertia coccinea;8,38E+06;49;13
Persea peruviana;8,37E+06;19;10
Astrocaryum ulei;8,32E+06;4;1
Genipa spruceana;8,31E+06;26;13
Terminalia glabrescens;8,30E+06;15;11
Prunus detrita;8,30E+06;20;11
Pochota fendleri;8,30E+06;14;10
Swartzia trianae;8,29E+06;17;4
Vouacapoua pallidior;8,29E+06;34;24
Schoepfia lucida;8,28E+06;17;9
Ouratea paraensis;8,26E+06;42;20
Protium surinamense;8,26E+06;48;19
Annona fosteri;8,26E+06;19;8
Bactris balanophora;8,22E+06;13;6
Swartzia flavescens;8,22E+06;17;5
Citharexylum macrophyllum;8,20E+06;10;5
Miconia regelii;8,18E+06;20;17
Lecythis congestiflora;8,16E+06;101;20
