Accepted_species;n.ind;n.plots;est.ind;population.mean;population.sd
Ormosia_amazonica;16;14;11251769,2136451;11272724,841696;3779658,67857165
Rinorea_neglecta;12;7;10883465,4135697;11263368,3421652;4253740,14762932
Sterigmapetalum_colombianum;39;5;10810487,1861374;11263105,519866;4989189,8005929
Diospyros_cavalcantei;17;16;12011148,2493076;11238229,214388;4248988,51656236
Endlicheria_citriodora;18;13;11157283,2374692;11231688,46713;3727424,41653749
Chrysophyllum_colombianum;22;12;11220726,9615977;11230008,777948;3751221,18019158
Faramea_crassifolia;17;1;11173193,8308647;11229232,264668;11406328,5019451
Isertia_coccinea;47;11;10864306,4815931;11208061,283896;4386122,61220126
Alibertia_bertierifolia;24;10;10946063,8712453;11186295,773408;4642034,19302671
Cecropia_peltata;21;10;10892328,4751733;11177815,24671;4631391,19337501
Qualea_cordata;23;3;11720523,6598992;11150860,9496942;8884895,26502957
Dystovomita_paniculata;17;3;10842406,141688;11147644,861406;7089877,44834598
Hymenolobium_velutinum;17;12;11433740,5967245;11126968,616848;3311781,33248348
Macrolobium_discolor;11;3;10660465,3242556;11122357,5498812;9448835,93754714
Sloanea_spathulata;36;20;10999683,0714706;11115834,227216;2744233,66395313
Zinowiewia_aymardii;26;10;11199974,3888995;11090866,248682;3472719,5457417
Chimarrhis_hookeri;38;21;10553544,1444944;11089775,071116;2549869,64427916
Himatanthus_obovatus;12;7;11056511,6160224;11083029,1220256;5441476,88121843
Hebepetalum_neblinae;13;3;11587575,5305433;11081167,691832;7075103,4463799
Duguetia_megalocarpa;30;21;10725216,5001732;11067667,633674;2891370,05224495
Cavanillesia_umbellata;18;10;11008099,3891373;11066125,736531;3122141,27399182
Fusaea_peruviana;17;8;11287144,45112;11064069,842446;4412394,05579805
Zanthoxylum_pentandrum;22;12;10773657,9106939;11055135,8369106;5322498,06143119
Helianthostylis_steyermarkii;7;2;11172282,0864063;11053199,9635062;9278159,07946037
Cybianthus_nestorii;59;1;10309259,947725;11048767,575902;10961736,0198509
Cybianthus_fulvopulverulentus;38;12;10804918,041851;11034705,1953456;4060411,17559589
Campsiandra_gomez-alvareziana;12;2;11171164,4726942;11014984,670418;7155595,64795236
Monteverdia_ebenifolia;26;12;10862562,2299882;11008654,290214;4202554,25651395
Micropholis_porphyrocarpa;21;13;11168832,1790788;11004766,920996;3549936,81393286
Citronella_incarum;35;21;10340793,335819;10968774,312404;3561219,51225116
Vochysia_divergens;25;7;10211103,3143183;10965572,408781;5200309,29098522
Eschweilera_nana;7;1;12396998,6267127;10959057,569232;10346931,5872895
Calyptranthes_fasciculata;18;6;11487327,4609625;10958844,8036212;5697389,15216159
Byrsonima_duckeana;27;19;10865713,8577785;10951473,825032;3061635,30971202
Diospyros_pseudoxylopia;34;23;10597652,3253201;10932103,412344;2590190,58157852
Zanthoxylum_sprucei;31;22;10847849,24131;10920370,640174;2845034,22779362
Swartzia_macrocarpa;23;5;10586253,2878809;10901336,5228884;6261701,21587613
Salacia_elliptica;24;12;10687966,4408247;10890936,50193;4273486,67153469
Guapira_opposita;24;10;9974488,38517981;10878822,100188;4783253,41303579
Euxylophora_paraensis;41;11;10343330,8337484;10868540,380524;6190445,10247657
Talisia_guianensis;21;15;10793899,7314559;10860540,460262;4069788,85867794
Licania_stricta;44;4;9718691,2584426;10846584,05096;5603534,17905036
Vismia_gracilis;13;12;10841717,4993956;10834379,962892;4111490,06276373
Colubrina_arborescens;48;10;10251331,1211082;10825408,361296;3983324,21551345
Allophylus_loretensis;23;8;10779471,3551496;10824033,805546;5213225,2554453
Guatteria_atabapensis;12;6;10499324,9585963;10793687,3851948;5940521,78843001
Vataireopsis_speciosa;26;14;11169631,8348688;10792900,5925096;4340526,14742939
Picramnia_spruceana;14;7;10526418,2586471;10788980,911447;7382071,72875343
Bunchosia_argentea;36;21;10238442,9643734;10785356,715864;2582163,59132919
Elaeoluma_schomburgkiana;11;5;11146360,6032498;10783922,2504438;6881143,78915738
Annona_cuspidata;12;7;10646688,9638181;10765922,5693998;4658535,86835836
Rudgea_guyanensis;10;2;12656006,3229763;10716590,170782;9429484,40665881
Staminodianthus_duckei;14;10;10666091,6817966;10708921,497176;3693009,34332116
Aspidosperma_fendleri;34;13;10408720,0616858;10691282,549462;5429128,95532613
Faramea_sessilifolia;28;7;10451201,9637298;10689001,7509558;4758818,1519522
Miconia_lourteigiana;10;1;10157823,8137965;10646336,691588;9879599,45396224
Salacia_macrantha;31;21;10155642,0186499;10626672,47726;2775846,96852168
Couepia_excelsa;29;18;10598022,9725122;10601296,8262;3566126,42979262
Chlorocardium_venenosum;26;14;10443592,7327341;10585954,380618;3081819,32783327
Ouratea_amplifolia;17;9;10184877,9235858;10580509,043958;4470327,35971928
Pradosia_atroviolacea;20;17;9896967,8186186;10577898,94361;5558155,85272302
Prunus_detrita;20;11;10680314,0695848;10564476,340108;3626583,62725243
Xylosma_benthamii;12;9;10999642,9440215;10561521,817518;3726276,64269751
Sloanea_fendleriana;18;17;10207215,0959917;10532828,25657;2785114,8030574
Cynophalla_polyantha;74;1;9526060,68970443;10515791,87113;9801525,61984694
Unonopsis_veneficiorum;25;15;11110930,9816937;10504518,918866;3246053,13059655
Ocotea_immersa;10;6;11042109,4808016;10484572,6940082;5101218,97285967
Meliosma_loretoyacuensis;23;15;10081285,5290125;10475002,201386;2796742,52274068
Eschweilera_obversa;22;17;10370455,2270948;10412212,113852;2699177,15372499
Hirtella_piresii;36;8;10057087,6184319;10403765,7624008;7252073,26582105
Perebea_rubra;24;21;10112867,406395;10382628,259766;2429501,95508886
Sterculia_guapayensis;19;12;9825371,18448575;10360657,41154;3275716,74115707
Faramea_tamberlikiana;18;11;10296018,2827451;10358478,32933;3717235,87724653
Calycophyllum_multiflorum;16;5;9967940,58487366;10358404,3056868;5594954,3580248
Banara_arguta;7;4;10189936,0638737;10349893,2866798;6730274,75905339
Nectandra_lanceolata;7;4;10880006,2918462;10342484,343422;5563515,68212786
Chrysophyllum_eximium;37;9;10441494,8257955;10335176,868227;3853637,06651018
Guatteria_friesiana;4;2;10591693,4400486;10320903,2406144;8650496,82072528
Qualea_labouriauana;39;15;10110080,3302174;10320603,696026;3238741,94422128
Piptocoma_schomburgkii;13;1;9266836,8548136;10315517,98909;9676057,98182208
Anthodiscus_amazonicus;7;4;11014146,6655541;10315241,074586;4924796,27865915
Hirtella_pilosissima;19;15;10809460,5143613;10294942,156726;3235851,80228889
Magnolia_amazonica;38;13;9949538,53018746;10262437,026038;3763577,49070377
Croton_lechleri;19;6;9965954,35607505;10248851,4586966;6336974,11821166
Micropholis_cayennensis;41;15;10573466,1642614;10247235,558932;2631550,61460596
Anaxagorea_angustifolia;8;1;9319017,70172648;10242404,674664;9341656,12892828
Rinorea_amapensis;15;12;10435898,8512803;10234649,921102;3847713,10331034
Erythrina_poeppigiana;16;8;10439997,0564438;10232510,9837822;3919042,6869167
Pleurothyrium_acuminatum;18;7;9775322,41671334;10213471,757898;3960370,70069328
Nectandra_turbacensis;39;17;9991213,68837684;10209368,977664;2931239,08865142
Ficus_pertusa;32;18;10632786,3061873;10184921,608594;3765325,05168727
Trichilia_areolata;30;13;9966188,83580146;10127912,184766;4032574,28462347
Inga_microcoma;30;16;10147597,4892066;10122362,652326;3302712,08636012
Cybianthus_guyanensis;14;5;9668292,40306388;10097580,0565426;6797795,00314294
Tabernaemontana_sananho;21;16;9809351,03468413;10082732,654336;2887083,91092003
Ormosia_coarctata;21;10;9879560,18490708;10039955,393108;4133619,05727627
Melicoccus_pedicellaris;36;21;10178213,8846188;10025851,032412;2721264,71026679
Neoraputia_magnifica;8;1;10731799,1281142;10017323,279862;8809551,13271881
Tapura_singularis;34;17;9640942,25040308;10015656,251222;3307596,13065574
Lecythis_serrata;15;5;9806055,56013187;10010773,823987;5681279,21843536
Achatocarpus_praecox;37;3;10165767,3095914;10000974,8940986;6137889,04848337
Vitex_stahelii;18;7;9936295,3691216;9966892,40460962;4378738,83895407
Cordia_sprucei;13;6;10396982,5137834;9950389,94198099;4831299,44968226
Capparidastrum_solum;15;8;9806621,54321897;9937629,37818999;4078118,0510377
Euplassa_pinnata;26;11;10027111,0776649;9869829,6135724;4551840,71444035
Tapura_lanceolata;23;10;9740298,29554525;9859097,401032;3472547,785587
Aspidosperma_myristicifolium;27;10;10171935,1443973;9851637,451356;3595087,05703096
Microdesmia_arborea;12;6;9401655,76311494;9844703,8976464;6730972,29753947
Campomanesia_aromatica;17;9;9812990,24248586;9833888,724882;3172398,542478
Porocystis_toulicioides;12;6;11640741,2404571;9810664,3740286;5900038,3678949
Pouteria_stylifera;37;15;9730185,07950922;9808223,193472;2692115,75040535
Micropholis_longipedicellata;42;17;9665582,89229714;9807626,454224;2639416,62731911
Eriotheca_surinamensis;31;16;9455573,17337014;9806388,35610601;2528971,41658764
Dendropanax_cuneatus;18;9;9570610,94887632;9798499,73484601;3203080,40380282
Pradosia_verticillata;12;9;9783371,99634294;9769988,308538;4649859,88520125
Cassipourea_lasiocalyx;30;5;9679090,04657019;9752581,57446001;4218184,97830661
Enterolobium_barnebianum;17;10;9344627,93711055;9751977,43001399;4533014,69493986
Nectandra_viburnoides;27;14;9899179,14820051;9740731,78425401;3013130,52080412
Protium_meridionale;16;9;9377979,11252202;9732947,5828212;5357835,07581196
Macrolobium_ischnocalyx;46;10;9546775,27007605;9728100,74727419;4156110,27587222
Pouteria_pariry;25;16;9561760,08252695;9726500,618894;2511098,82445545
Porcelia_nitidifolia;29;12;10180223,7339164;9696564,59913;3580040,96072051
Tapura_capitulifera;87;27;8910659,42797026;9688117,946374;2934748,53641967
Ocotea_ceanothifolia;37;29;9555980,83438143;9642421,940672;2374145,22346055
Syagrus_inajai;19;7;10048761,3544712;9623637,85793999;4983693,27370721
Trichilia_martiana;18;12;10061147,7232298;9605813,18742801;3687421,86429284
Poeppigia_procera;6;3;9156751,74429896;9605405,041716;5207786,82585988
Cupania_hirsuta;21;12;10463100,2273536;9601285,150566;3390569,7204895
Duroia_prancei;29;2;9035998,62691423;9580885,4361808;9297232,94744312
Coussarea_ampla;20;13;9074454,65152065;9573277,701858;4316240,39141405
Aniba_excelsa;33;12;9585584,13442254;9554715,03505;3288875,94024168
Mabea_taquari;11;3;10112727,120756;9527532,93100322;5702055,3382155
Couratari_longipedicellata;22;21;9336892,53109524;9513959,18609599;2058607,68583841
Sloanea_picapica;19;13;9703237,09984335;9505347,60520401;3164313,2091998
Annona_fosteri;18;7;9602603,78120879;9491647,06306948;4283208,55034436
Swartzia_remiger;50;8;9044392,43651353;9479258,86673481;4015599,11954938
Couepia_exflexa;30;12;9415398,14473635;9458972,32207799;2979365,3269938
Ateleia_guaraya;7;2;8570877,2555253;9455515,14991001;6885393,8504932
Cordia_hebeclada;23;16;9755313,15301579;9446607,027414;3300015,04266147
Catostemma_sancarlosianum;11;2;9504135,39618614;9390751,02216039;8159727,7119109
Hippotis_albiflora;24;4;10368060,7969412;9388609,696518;4482196,40429506
Anadenanthera_peregrina;5;3;9081330,23490281;9362290,69811221;6869554,62173171
Psychotria_mapourioides;10;10;9129346,16764486;9358008,600166;4683760,64111469
Pouteria_grandis;63;24;8967370,74452752;9355798,15463802;2686694,52268038
Aniba_permollis;6;3;9537781,8251739;9330806,04460481;7594725,67143631
Hortia_regia;38;11;9146239,99435855;9296381,131788;3060032,08934106
Roupala_obtusata;20;15;9231742,24248636;9287581,830996;2573350,3067318
Hirtella_obidensis;26;19;9395887,51914662;9270128,52829599;2497017,95068427
Ruizterania_sacculata;5;2;10224676,0219723;9268823,718548;6693222,64444002
Tachigali_tinctoria;6;5;8961932,45314572;9268093,9847694;5043332,19735236
Pourouma_cuspidata;12;5;10302215,236238;9259272,18728021;4846575,89961761
Zygia_ampla;11;4;8876284,56097131;9258885,38210939;5164468,00341552
Mouriri_cauliflora;15;9;8896656,622681;9257995,020384;3311889,62755893
Phragmotheca_mammosa;17;8;8976631,68577462;9247552,3228806;3608075,06595317
Ormosia_holerythra;15;10;9264097,7804972;9243850,244504;3641773,19829247
Bellucia_pentamera;19;12;9457483,14349838;9242593,75010761;3478748,41158776
Rauia_subtruncata;10;1;9636700,89150329;9237705,586672;8244533,17277344
Pterandra_arborea;24;21;9069069,10102462;9233605,519076;1935093,04044941
Persea_fastigiata;7;1;10308144,3090801;9219274,43018;8487284,56042465
Nectandra_cuneatocordata;27;15;8972517,24627936;9215332,44024201;2955832,14853055
Nectandra_paucinervia;41;14;8784938,43068164;9213937,6901;2951997,77524351
Helicostylis_heterotricha;15;6;9998525,77065189;9212403,55016099;5383750,81605125
Coussarea_macrophylla;16;3;9485926,79563462;9180359,6880686;5953017,09765575
Vataireopsis_iglesiasii;10;4;9410992,4696446;9154243,6800108;5782492,10201665
Malouetia_naias;7;3;8461943,28897944;9141632,5048826;6045157,85905513
Inga_densiflora;23;13;9077958,30334101;9136132,459818;2836314,47697797
Sterculia_villifera;25;8;9330715,7794173;9122673,5570736;3681236,64603979
Bonyunia_aquatica;10;7;9109401,08499347;9113275,14641181;3261335,30319117
Salacia_cordata;14;5;9202906,11747941;9103058,012839;4519877,33156563
Miconia_prasina;28;11;8804948,63440513;9102903,17698801;3671053,73867034
Croton_diasii;13;5;9932042,89785749;9078963,002772;3954414,58846118
Ficus_schultesii;15;15;9256715,64311491;9071957,774568;2731652,60758496
Vochysia_rufescens;20;11;8699974,25322927;9068706,794194;3555045,69376792
Ocotea_fendleri;9;4;8895547,95231829;9004451,30345319;3931033,71959362
Humiriastrum_colombianum;9;2;8457524,91590276;8978351,50738841;7394720,1486361
Dacryodes_sclerophylla;13;8;9143011,37441568;8977867,18339601;3466194,02365439
Inga_fastuosa;18;11;8612864,85503769;8959338,14112601;3173978,91273998
Hymenopus_miltonii;9;4;9094300,83374296;8954695,53046161;5287153,64329804
Moquilea_subarachnophylla;15;7;8786460,25001659;8935008,612944;5138495,6570994
Pouteria_maguirei;16;4;8670078,36707354;8931034,3927292;4590846,7261443
Trichilia_catigua;10;2;8855024,75887623;8919427,1182692;7184921,93522654
Elizabetha_speciosa;17;9;8911064,17771075;8894366,93148659;3272886,79199763
Cecropia_angulata;13;5;8226378,95923873;8830283,608239;5140798,90528572
Marlierea_velutina;18;16;8721030,06068119;8820719,62622001;2205959,93495169
Quiina_guianensis;39;11;8475183,99657252;8815999,5964012;3263702,28349466
Faramea_capillipes;10;10;8570728,51106125;8807092,710666;3472530,96719862
Dacryodes_edilsonii;8;1;8618680,58290635;8786428,50659601;8267497,24096018
Vaupesia_cataractarum;8;4;8548258,24261686;8773728,60981621;4847932,14879371
Virola_albidiflora;17;7;8660121,59493346;8762547,56378119;3633416,80818375
Abarema_barbouriana;22;11;8660971,40980463;8746778,51625381;3654697,05707171
Ficus_caballina;10;5;8846772,56292931;8741607,1168936;4434113,89986675
Trichilia_pittieri;23;5;9044064,84620958;8729728,5146904;7683119,59914108
Persea_areolatocostae;7;5;9535844,7963557;8717983,23522639;4492898,63380143
Calyptranthes_macrophylla;27;17;8483594,93966534;8709929,613558;2623064,37494514
Faramea_paniculata;41;2;8876336,13926202;8683059,50084001;6829067,06230529
Inga_poeppigiana;20;14;8612782,78177123;8669595,78233201;2983083,98446395
Swartzia_oraria;11;9;8440892,07002437;8655974,948314;2823557,17590305
Inga_lallensis;23;14;8569279,31327968;8645353,272206;2656253,66733407
Trichilia_laxipaniculata;38;11;8176321,24329825;8635795,68626;2987786,93560109
Eugenia_uniflora;16;9;8809928,15426058;8633441,3636528;5464815,01316547
Inga_suaveolens;29;15;8370327,04183862;8627117,981198;2892906,12844761
Nectandra_lineata;18;6;8409840,6861613;8622560,3420612;5202610,6808187
Endlicheria_williamsii;18;11;8217322,78554115;8602065,1458734;4579762,80381395
Acrocomia_aculeata;22;2;8467063,64206029;8596647,9114056;8206551,2592735
Croton_sampatik;27;4;8278523,27308819;8564892,3840317;5648432,08416217
Neea_anisophylla;27;5;8340118,08970103;8552240,0332058;4078926,91844659
Senegalia_tenuifolia;16;7;8274529,07390009;8550603,16036601;3188062,74589767
Aldina_insignis;29;3;8447309,4501105;8544545,94357819;7613009,4476487
Caryodaphnopsis_fosteri;30;19;8291208,03951524;8540998,16491;2345323,46323569
Acalypha_diversifolia;8;2;9095245,60850676;8521425,39481799;6450535,14623592
Eugenia_paracatuana;8;2;8555535,5885712;8518452,7335386;7087191,56816773
Calyptranthes_speciosa;24;14;8811414,79824742;8516485,17932601;2472422,30336012
Pouteria_pubescens;18;14;8397038,38317572;8508415,74372601;2835501,76881066
Senna_ruiziana;9;4;9573996,56074144;8506065,9184122;4271104,55383005
Systemonodaphne_geminiflora;17;12;8573297,05129089;8504300,161888;2642073,75673746
Erisma_bracteosum;20;10;8851680,20282238;8480577,23371401;3313981,58172904
Stryphnodendron_microstachyum;16;14;8342081,42132979;8476610,41324799;2442949,55976742
Euplassa_inaequalis;16;6;8180303,64732431;8472266,3843364;5880264,84758435
Vataireopsis_surinamensis;19;12;8308198,31716062;8439255,340672;2730652,57869212
Miconia_napoana;24;13;8209302,15651726;8410118,480264;2875575,54099062
Peltogyne_subsessilis;12;2;7750432,99132607;8388097,79945401;5904115,11386564
Licania_silvae;14;12;8325574,60552416;8373257,528012;2925707,39150819
Licania_polita;8;4;8602260,62541207;8360891,51468421;5344716,09121005
Annona_duckei;24;16;9061917,10200763;8342146,541148;2519959,3421398
Anthodiscus_klugii;23;20;8126097,27923583;8334390,88051601;1920200,91522495
Pera_anisotricha;16;3;8177254,67316228;8306882,7470472;6240628,9511313
Machaerium_quinata;11;8;8313121,21803742;8295795,410714;2996741,89563805
Pouteria_gabrielensis;17;2;8473324,51881205;8293468,59487199;6727896,55836307
Ilex_martiniana;37;4;9293470,8910064;8284774,07433139;5735988,42671473
Caryocar_edule;3;1;7656671,90211714;8269623,70561;7707558,55016558
Ficus_sphenophylla;14;10;8061319,69467191;8268312,999062;2780486,64049635
Attalea_princeps;9;2;9582061,4088486;8267145,681586;4612588,0392588
Isertia_rosea;35;7;8180454,72618861;8257324,4772182;4374118,44897304
Vatairea_macrocarpa;30;2;6935056,30380823;8255045,471584;6196703,4925199
Simaba_obovata;9;1;8452939,26608669;8245504,405616;8243927,23332724
Monteverdia_amazonica;17;11;8177803,88281642;8239884,8077382;2743338,19872545
Cybianthus_peruvianus;19;8;8824811,30219107;8233592,8029052;3045595,60503765
Zygia_claviflora;13;5;8217575,34229972;8229552,4534572;4318153,26678775
Couepia_macrophylla;22;10;7808227,46519501;8214111,74875621;4212510,56062979
Rudgea_lanceifolia;18;8;7820738,80478569;8181950,80083619;3174226,74736937
Pleurothyrium_trianae;35;19;7639998,93908485;8156974,26289201;2199431,3083911
Virola_coelhoi;8;2;8448858,09845743;8144385,165764;6530750,65730222
Abarema_piresii;15;15;7988838,96264104;8118313,93164199;2442694,20590382
Tovomita_martiana;16;2;8223161,85586123;8115029,6425932;7756954,99489154
Mouriri_myrtilloides;15;11;8129456,79810427;8105788,9892968;3878175,25225629
Diptychandra_aurantiaca;15;2;7628185,26148515;8091980,31558;6292743,37620789
Sacoglottis_cydonioides;32;18;7866999,02024182;8028994,16977601;1976887,37084277
Guatteria_villosissima;9;5;8232443,82442878;8026396,7275624;4269689,22160046
Eperua_venosa;8;2;8236234,70885306;8021420,43894;5224637,88266431
Licania_gracilipes;17;11;8035377,40992219;8016135,06861;2680141,20694068
Nectandra_acuminata;7;5;7816453,72237829;7981446,353925;3589940,1230075
Eugenia_agathopoda;14;12;7830772,89048627;7966526,88621;2954951,18631127
Ocotea_gracilis;14;8;7540389,99664747;7953024,6610306;3220275,13516294
Emmotum_orbiculatum;16;4;7889237,81177477;7915845,3043722;4257827,15269042
Psychotria_viridis;10;1;7617251,83036724;7912863,042742;8087499,76398127
Virola_parvifolia;11;8;7829316,19060926;7909037,7274664;3096421,49751048
Ternstroemia_candolleana;31;2;7434660,63421558;7905210,4157832;6977659,49414257
Andira_macrothyrsa;22;11;8039314,15068155;7904094,5759944;3210465,56858512
Protium_reticulatum;5;1;7894039,62767185;7894137,87043401;7551409,44082855
Allophylus_pilosus;17;12;7596535,69347859;7850447,683734;2753801,80595981
Guatteria_rubrinervis;11;5;7778645,52670681;7819694,4532444;3336746,85161123
Aegiphila_integrifolia;19;10;7795428,47774579;7812720,414602;2589953,99907814
Nectandra_canescens;28;4;7686558,93417078;7809240,1659276;4749735,39896725
Licania_fanshawei;28;13;7870814,46325757;7799450,1096588;3401097,62168565
Triplaris_dugandii;17;10;7274293,798294;7795991,9519522;3146928,90864322
Sapium_paucinervium;17;10;7834534,9537005;7778325,222856;3843784,25802989
Heisteria_maytenoides;8;1;7513723,79207706;7735493,234386;7521941,79669135
Humiriastrum_piraparanense;6;4;7594346,86145695;7730922,0241476;4817459,94110237
Caraipa_myrcioides;18;11;7507608,99586443;7725069,60177;2509066,40500499
Matisia_oblongifolia;8;5;7710254,57741491;7710254,3078976;3475027,54514976
Tabernaemontana_markgrafiana;4;1;7829268,95845954;7701800,50772;7335833,27385589
Eugenia_diplocampta;7;3;7458811,21098816;7693056,73255362;6030627,28380926
Neea_robusta;8;7;7505912,67026915;7668227,32636221;2767246,58411827
Vatairea_fusca;12;11;7880012,73905495;7661531,82103901;2565597,94296416
Tachigali_odoratissima;8;3;7765884,97631383;7661463,847484;4902939,71879155
Alseis_blackiana;31;9;7528516,74122866;7658664,90455201;3181084,96631017
Eriotheca_candolleana;5;3;7725472,26722267;7650641,07768321;5579399,34748532
Psidium_guineense;2;1;8387685,03999966;7638718,192048;7379330,08118292
Diospyros_santaremnensis;25;3;7142955,87598918;7629819,6198924;5546951,33230289
Alchornea_latifolia;15;10;7240179,44288056;7622346,946628;2601894,74527306
Mabea_anadena;20;2;7588434,23995984;7615758,42862;5176615,77512658
Gloeospermum_equatoriense;14;7;7348809,15431156;7612023,49176601;3657921,05425652
Malmea_dielsiana;39;13;7450363,36525804;7602459,894844;2401669,02997703
Hymenopus_glabriflorus;8;5;7389536,97243326;7600950,2803716;5932844,44989617
Protium_surinamense;28;7;6831134,35670532;7600085,73930259;4041512,72398054
Macrolobium_campestre;11;5;9735865,99801379;7599246,8828114;4896883,98290357
Ficus_citrifolia;18;13;7521967,75234667;7589253,506562;2573474,02338371
Bauhinia_eilertsii;17;2;7372957,13262882;7580759,31965801;5375533,58534209
Marila_tomentosa;19;13;7645064,32506063;7575918,265488;2332890,23688638
Picramnia_sellowii;12;5;7567354,83772678;7566926,2221626;4835415,0799924
Muellera_denudata;6;3;7595182,99751642;7547416,05649;4766978,79947743
Porcelia_ponderosa;7;4;8136366,45912345;7546581,9900498;6763674,85239336
Burdachia_prismatocarpa;8;4;7697026,41050354;7529366,8167756;4828027,79008075
Henriettea_spruceana;6;2;7260811,12411445;7522509,63932;4976801,5744042
Aspidosperma_pachypterum;8;4;7485514,22953988;7507117,48321221;4798675,03729015
Cestrum_racemosum;9;4;7441510,15982646;7498908,1653522;5104672,97262504
Alibertia_claviflora;12;9;7510529,85970791;7483562,876268;2768164,86779406
Mabea_pohliana;26;4;6821946,04914824;7471296,00544479;4719542,43800764
Tovomita_leucantha;6;2;8813167,09102142;7470112,75426;4800487,99666843
Bellucia_arborescens;25;21;7787664,9967902;7468510,85852401;1836181,57849212
Allophylus_divaricatus;23;18;7566629,09906003;7468100,904798;1786585,08013199
Mollinedia_ovata;17;12;7340698,09060764;7467395,73273399;2398805,81821366
Talisia_carinata;11;6;7632622,83609562;7465012,1830846;3413333,18833084
Pochota_fendleri;6;5;7359984,40207543;7450815,558452;4714416,31128337
Pachira_glabra;35;9;7484423,83224828;7421437,0610394;3925762,62385266
Ocotea_olivacea;19;9;7145436,30646253;7414060,29115119;3294815,16557305
Eugenia_acrensis;6;4;7162920,54859492;7409791,0780082;4186882,74024408
Piper_reticulatum;22;14;7383042,03079194;7387466,410208;2281024,61759454
Duroia_bolivarensis;8;7;7114407,00264733;7357778,116678;2650940,18781449
Eperua_schomburgkiana;6;2;7109310,69011287;7357684,37518201;4769193,27694173
Macrolobium_archeri;29;13;6835596,30219211;7347624,784194;2182982,45610748
Pera_distichophylla;8;4;7483245,40614391;7345765,1600818;3802655,46515725
Swartzia_simplex;10;8;7411833,09725201;7339496,6797596;3337035,29137584
Himatanthus_phagedaenicus;8;1;6844028,76849832;7333176,95368201;6560690,33567317
Pouteria_rodriguesiana;36;14;7124657,38610007;7305635,2299632;2306674,4704374
Thyrsodium_herrerense;9;7;7149372,45740502;7282073,8458426;2975680,14906965
Cassia_leiandra;9;7;7223071,51276672;7269783,3625056;2806373,41444565
Quiina_macrophylla;21;14;6911295,82878444;7263377,28343;2211461,12946797
Abarema_commutata;5;2;8337849,75601147;7259402,17275901;6007183,74912256
Protium_urophyllidium;11;7;7227534,82236153;7248645,5663958;3281510,71658113
Monopteryx_angustifolia;7;1;7009321,68069275;7234006,707386;7036529,16333702
Coussapoa_asperifolia;9;7;7213304,03299273;7232225,5530218;2998716,15731829
Miconia_klugii;8;4;7588627,880561;7229529,681254;4457064,7536519
Swartzia_longistipitata;11;3;7138677,75016418;7211553,6613762;4955068,84957933
Endlicheria_punctulata;13;10;7329414,20038072;7203061,9714688;2772843,89422522
Tabernaemontana_disticha;33;1;7238442,72463611;7189558,239204;6908983,15479325
Miconia_longispicata;17;12;7236513,33441812;7171578,26636401;2505421,57727151
Ouratea_odora;5;1;6758225,64465176;7119469,966906;6797782,3336925
Guatteria_wachenheimii;33;12;6835681,30802013;7097224,327224;3002906,62220173
Inga_tomentosa;17;8;6997271,10389846;7090083,0238488;2837903,01710627
Nectandra_pearcei;19;10;6919556,6940141;7087622,42167;3284717,68249612
Ruprechtia_maracensis;9;2;6529438,53372493;7087371,68911401;4449240,6586308
Faramea_anisocalyx;13;8;6783280,93946402;7085624,20260901;2726851,83016701
Aiouea_maguireana;19;10;7032396,7708504;7083440,5745758;3105534,7911374
Miconia_ampla;8;4;7444653,26191275;7081804,6672256;4358190,5479143
Macrolobium_wurdackii;7;3;7558963,29350943;7068120,1727896;3510108,43986064
Nectandra_crassiloba;33;17;6874088,59540935;7062161,21502399;1959510,95728145
Tapirira_bethanniana;35;20;6994969,38432733;7055406,52826601;1988440,32642209
Tovomita_stigmatosa;8;7;6911240,72631634;7054982,088872;2712594,26434981
Eugenia_arawakorum;33;8;7124317,67190376;7049293,983076;2516427,00662719
Syagrus_cocoides;26;3;6682066,40789219;7016344,830152;5233469,94818714
Couepia_joaquinae;18;7;7324741,76023362;7009536,5643204;4731338,9980619
Lacmellea_peruviana;13;7;7056618,43629104;7004106,6930412;3057742,42577304
Ouratea_pendula;8;6;6655651,76303871;6994170,621408;3190626,32012432
Albizia_multiflora;12;3;7296051,39907358;6982973,7374478;4648733,18765058
Cassia_fastuosa;7;5;7007631,88201119;6963478,8063318;3336863,41117164
Ciliosemina_pedunculata;12;8;6820164,49915888;6954652,5898906;2778025,43725172
Tetrameranthus_laomae;6;5;6757345,83706318;6952982,33884;4554258,3646953
Mouriri_spruceana;5;2;6201002,09195988;6951518,90162799;5272265,51292958
Annona_sericea;10;5;8511679,30829882;6908340,26170101;3885725,73767246
Faramea_torquata;15;11;6948607,70678541;6907452,97679;2208612,58117467
Andira_coriacea;68;21;6588216,80496871;6868108,80882;2823215,62250033
Piptocarpha_macropoda;1;1;6921817,31191414;6863399,850276;6624015,51649212
Ilex_laureola;28;6;6936346,844319;6859840,1447606;3814512,94491762
Zygia_dinizii;7;5;7412509,42304331;6857420,4655134;3331330,27759534
Libidibia_paraguariensis;7;2;7256667,94497466;6849993,7392168;5920240,35576139
Moquilea_klugii;9;8;6651744,60307371;6838507,2706496;2753356,16648261
Ouratea_polygyna;13;5;7089629,66791274;6819640,94141919;4242243,77951278
Dussia_discolor;14;11;7271035,7131439;6813482,9412372;3106867,61300203
