Species;population;N ind;N plots
Pouteria_sessiliflora;1076892,64995413;1;1
Pouteria_sessilis;1774507,07834507;4;3
Pouteria_simulans;3586418,88284882;12;7
Pouteria_singularis;12581024,221377;75;28
Pouteria_speciosa;19648019,9602946;123;16
Pouteria_stipitata;1103790,88386032;4;2
Pouteria_stipulifera;30080791,117983;35;15
Pouteria_stylifera;3098067,87781271;37;15
Pouteria_subrotata;571164,336409409;1;1
Pouteria_surumuensis;13694796,5335488;18;6
Pouteria_tarapotensis;8967031,72055284;19;14
Pouteria_tarumanensis;188575,981813556;2;2
Pouteria_tenuisepala;9810481,51335949;14;3
Pouteria_torta;311507587,329041;971;292
Pouteria_trilocularis;131465590,508769;408;111
Pouteria_ucuqui;11128995,0256353;20;14
Pouteria_venosa;118188369,145387;570;152
Pouteria_vernicosa;93569534,5978853;308;142
Pouteria_virescens;60056731,0531862;167;66
Pouteria_williamii;62652972,6233895;174;68
Pradosia_atroviolacea;7412903,9270588;20;17
Pradosia_caracasana;44174501,5155918;82;6
Pradosia_cochlearia;23033658,6245389;164;68
Pradosia_decipiens;7586606,11853612;22;14
Pradosia_granulosa;2494790,11249017;6;5
Pradosia_huberi;1062005,32110905;8;5
Pradosia_mutisii;40832132,4427153;47;4
Pradosia_ptychandra;34492996,9761819;267;76
Pradosia_schomburgkiana;146724756,414304;688;47
Pradosia_subverticillata;1402143,21143858;4;2
Pradosia_surinamensis;73464616,9398727;97;11
Pradosia_verticillata;5671877,66136071;12;12
Praecereus_euchlorus;656761,986426392;1;1
Preslianthus_detonsus;10619546,2116167;29;8
Preslianthus_pittieri;4195476,82673468;14;6
Priogymnanthus_hasslerianus;679121,529256805;2;1
Prockia_crucis;431286,64440668;2;2
Protium_aidanianum;4289871,71812778;30;16
Protium_altsonii;261577965,529623;698;211
Protium_alvarezianum;1914041,08822352;2;2
Protium_amazonicum;492762323,262963;1728;275
Protium_apiculatum;1352017009,09019;4505;451
Protium_aracouchini;294097252,485669;609;186
Protium_araguense;11821271,7844082;18;2
Protium_calanense;16561348,2652499;36;10
Protium_calendulinum;880056,752286601;3;3
Protium_carnosum;12800013,8142476;28;13
Protium_carolense;17950009,234517;25;7
Protium_crassipetalum;139910905,015098;268;84
Protium_crenatum;79985281,4563015;316;53
Protium_cuneatum;12572389,1109646;45;14
Protium_decandrum;578984858,089749;1724;318
Protium_demerarense;10348089,1030001;55;7
Protium_divaricatum;183027972,358685;406;89
Protium_elegans;7976554,16754067;37;9
Protium_ex-crepidospermumcuneifolium;6919853,01197452;8;4
Protium_ex-crepidospermumgoudotianum;158399233,326747;275;79
Protium_ex-crepidospermumprancei;35572195,7332369;80;43
Protium_ex-crepidospermumrhoifolium;261315963,856781;531;161
Protium_ex-tetragastrisaltissima;2910175069,88189;4289;291
Protium_ex-tetragastrisbalsamifera;25309860,0637542;17;2
Protium_ex-tetragastriscatuaba;1685346,40630571;9;1
Protium_ex-tetragastrishostmannii;8632131,00487588;48;19
Protium_ex-tetragastrispanamensis;726113470,990275;4264;455
Protium_ferrugineum;102787619,364829;157;80
Protium_gallicum;25320872,6812745;276;41
Protium_gallosum;83348802,243188;196;80
Protium_giganteum;47917580,294557;117;66
Protium_glabrescens;61361483,2179656;169;55
Protium_grandifolium;158283499,284189;353;105
Protium_guacayanum;1984015,07827998;5;2
Protium_guianense;157004796,4741;429;126
Protium_hebetatum;1065068634,71455;4316;324
Protium_heptaphyllum;910517418,483096;1667;190
Protium_klugii;13259001,9860546;33;21
Protium_krukovii;45428956,8957444;334;61
Protium_laxiflorum;39345813,668687;49;12
Protium_leptostachyum;7139687,06411995;13;4
Protium_llanorum;2874555,98114178;10;6
Protium_macrocarpum;1085418,77921053;3;1
Protium_meridionale;10506753,633048;25;10
Protium_minutiflorum;380997,32274793;1;1
Protium_morii;53126100,2547605;129;30
Protium_nitidifolium;161486732,34574;238;106
Protium_nodulosum;245676057,223813;556;153
Protium_occultum;4270601,49755761;49;21
Protium_opacum;230905532,886639;916;251
Protium_pallidum;167011126,921157;654;113
Protium_panamense;4255887,70337651;16;6
Protium_paniculatum;377669754,187255;2414;209
Protium_peruvianum;296914,702406774;2;2
Protium_pilosissimum;245371080,74577;702;56
Protium_pilosum;53512103,0339549;114;54
Protium_plagiocarpium;2291592,67200802;24;16
Protium_polybotryum;146983833,387578;457;98
Protium_puncticulatum;66970135,5967631;181;32
Protium_reticulatum;13083395,8370061;9;4
Protium_rhynchophyllum;17863416,4258208;68;10
Protium_robustum;264725341,061432;461;125
Protium_rubrum;32561195,9194431;104;35
Protium_sagotianum;841199402,332888;1643;329
Protium_spruceanum;466678110,996168;1907;253
Protium_strumosum;62083497,2980413;286;102
Protium_subserratum;227720869,78262;581;233
Protium_tenuifolium;447273732,294916;2530;296
Protium_trifoliolatum;658446614,00108;1485;302
Protium_unifoliolatum;270570530,1581;740;108
Protium_urophyllidium;6202970,25262257;14;9
Prunus_amplifolia;2602586,64779096;6;6
Prunus_debilis;7006089,39815524;34;26
Prunus_detrita;8739810,3282288;20;11
Prunus_myrtifolia;25856072,8097057;73;26
Prunus_rotunda;2881865,89404938;9;4
Pseudanamomis_umbellulifera;317820,948737647;1;1
Pseudima_frutescens;34018004,7798043;58;30
Pseudobombax_longiflorum;59360944,8713049;85;10
Pseudobombax_marginatum;46661464,4708625;100;11
Pseudobombax_munguba;493377161,756853;1218;99
Pseudobombax_septenatum;22354843,2080029;66;25
Pseudobombax_tomentosum;4849450,85634583;1;1
Pseudolmedia_laevigata;1210682398,53332;2164;411
Pseudolmedia_laevis;2959057464,78105;6457;592
Pseudolmedia_macrophylla;598417226,961032;1198;220
Pseudolmedia_rigida;279717508,482254;543;58
Pseudomalmea_diclina;81658639,8271666;272;65
Pseudomonotes_tropenbosii;22355687,4383535;80;5
Pseudopiptadenia_psilostachya;145147707,787623;533;160
Pseudopiptadenia_suaveolens;253641687,566472;1032;285
Pseudosenefeldera_inclinata;650838625,373572;2087;62
Pseudoxandra_atrata;1465576,24437029;3;3
Pseudoxandra_cuspidata;106991575,769888;187;26
Pseudoxandra_duckei;890013,033197558;1;1
Pseudoxandra_leiophylla;25483572,0850979;59;26
Pseudoxandra_lucida;11792051,5477248;47;7
Pseudoxandra_obscurinervis;2163926,16067981;14;9
Pseudoxandra_pacifica;1540222,75965869;3;1
Pseudoxandra_polyphleba;175104750,34395;262;55
Psidium_acutangulum;65617046,5413765;127;36
Psidium_guajava;1893429,07392651;1;1
Psidium_guineense;2802763,24845881;3;2
Psidium_sartorianum;157536506,263074;137;6
Psychotria_allenii;74046,2621759907;1;1
Psychotria_anceps;632729,55852849;3;2
Psychotria_borjensis;3042177,68590484;8;7
Psychotria_capitata;6045654,84459071;4;2
Psychotria_carthagenensis;700723,791109291;4;1
Psychotria_ernestii;4381307,16953109;7;4
Psychotria_ficigemma;3413041,79656455;27;15
Psychotria_hoffmannseggiana;1420006,57604719;9;1
Psychotria_manausensis;367520,705037133;1;1
Psychotria_mapourioides;5055602,01463047;16;14
Psychotria_oblonga;617324,972192947;2;1
Psychotria_pichisensis;1253051,87095603;3;3
Psychotria_subtriflora;598203,145965247;1;1
Psychotria_viridis;5316291,17681831;10;1
Pterandra_arborea;3420992,7682388;24;21
Pterocarpus_acapulcensis;19824834,0883638;29;7
Pterocarpus_amazonum;613830795,083871;969;148
Pterocarpus_officinalis;173052653,041463;1312;140
Pterocarpus_rohrii;753280851,607076;1486;358
Pterocarpus_santalinoides;480901308,390354;1480;119
Pterodon_emarginatus;13219917,4688975;11;1
Pterodon_pubescens;9360078,21127176;39;3
Pterogyne_nitens;1473518,81696889;2;1
Pterygota_amazonica;21088141,3733045;63;22
Ptychopetalum_olacoides;54659046,4913865;387;113
Ptychopetalum_uncinatum;6904673,8009668;482;14
Qualea_acuminata;114048211,936854;255;52
Qualea_amoena;168540,270958915;1;1
Qualea_brevipedicellata;14832943,9886681;23;7
Qualea_cordata;10364616,0622926;23;3
Qualea_cyanea;2859676,86743512;8;3
Qualea_dichotoma;7344286,825732;6;2
Qualea_dinizii;14697853,6732687;43;21
Qualea_gracilior;1808569,93421887;3;3
Qualea_grandiflora;22607643,9449295;62;6
Qualea_homosepala;827055,833738825;6;5
Qualea_impexa;337542,1033774;1;1
Qualea_ingens;23086124,5391496;43;16
Qualea_labouriauana;3537283,70329686;41;16
Qualea_mori-boomii;20745664,2310277;86;21
Qualea_moriboomii;137897,183850156;1;1
Qualea_multiflora;16967314,9860409;105;16
Qualea_paraensis;593923703,665727;1111;241
Qualea_parviflora;58116866,7054605;60;4
Qualea_psidiifolia;786498,480485145;1;1
Qualea_rosea;117842227,154701;507;55
Qualea_sprucei;2451288,21447622;3;2
Qualea_tessmannii;4863440,38224807;5;5
Qualea_themistoclesii;2158276,46008994;4;2
Qualea_tricolor;3073919,63615947;23;9
Qualea_wurdackii;3389903,58082992;5;3
Quararibea_amazonica;26875446,7804865;85;12
Quararibea_duckei;103948522,298643;421;16
Quararibea_guianensis;373591041,841419;1697;136
Quararibea_hirta;5157852,86495955;12;5
Quararibea_loretoyacuensis;9422323,77779776;25;13
Quararibea_martini;12701254,7560454;8;1
Quararibea_putumayensis;999750,040978784;3;2
Quararibea_spatulata;3443500,5188307;21;14
Quararibea_turbinata;26787330,8454429;18;2
Quararibea_wittii;475834726,17458;1238;83
Quiina_amazonica;26796086,2832295;84;52
Quiina_attenuata;5997832,64517232;13;7
Quiina_blackii;1050327,39706413;1;1
Quiina_cruegeriana;5515908,41624212;21;13
Quiina_florida;66658093,9867282;267;98
Quiina_grandifolia;1392041,18007369;6;3
Quiina_guianensis;8207745,24646482;44;13
Quiina_indigofera;24904280,5276302;117;16
Quiina_integrifolia;9111978,80043389;35;15
Quiina_longifolia;2918861,91844574;4;3
Quiina_macrophylla;7479740,68764062;27;17
Quiina_negrensis;34066624,5384246;73;41
Quiina_obovata;27928739,6911014;72;54
Quiina_oiapocensis;2736602,7826717;20;9
Quiina_paraensis;57666260,6101038;100;33
Quiina_pteridophylla;1734968,14412891;6;5
Quiina_rhytidopus;35140379,8768785;45;15
Quiina_sessilis;1560524,12492813;3;3
Quiina_tinifolia;1560628,08723863;2;2
Randia_armata;33887873,355563;76;45
Randia_ciliolata;218342,503487019;1;1
Randia_ferox;1237361,72340797;2;1
Randia_genipifolia;86803,5446416227;1;1
Randia_hondensis;686530,507563136;2;2
Randia_killipii;777174,962981425;1;1
Raphia_taedigera;14615492,718452;74;6
Raputia_aromatica;3509481,62181835;8;1
Raputiarana_subsigmoidea;753335,685553588;4;1
Rauia_resinosa;8733124,07690235;23;10
Rauia_subtruncata;13654286,1515973;18;2
Rauvolfia_andina;485398,871788705;3;3
Rauvolfia_macrantha;494627,438272245;3;3
Rauvolfia_paraensis;8274045,62847007;30;23
Rauvolfia_pentaphylla;9236672,08557594;12;8
Rauvolfia_polyphylla;683868,69189956;2;2
Rauvolfia_praecox;4299021,06388061;17;13
Rauvolfia_sprucei;5958346,21085601;17;15
Recordoxylon_speciosum;33525323,9799608;63;17
Recordoxylon_stenopetalum;866847,83769503;3;3
Remijia_amazonica;2004080,35621902;19;4
Remijia_asperula;883600,407686917;2;1
Remijia_chelomaphylla;3146769,81194813;13;2
Remijia_hispida;2356695,91720722;3;3
Remijia_macrocnemia;502313,326047918;1;1
Remijia_pacimonica;20358738,2651616;29;7
Remijia_roraimae;1341402,39596459;5;2
Remijia_ulei;21643228,0827893;36;7
Retiniphyllum_concolor;2611954,20709759;2;2
Rhabdodendron_amazonicum;74835138,5828488;339;98
Rhabdodendron_macrophyllum;6365028,65071566;33;5
Rhamnidium_elaeocarpum;32136851,0049211;70;25
Rhigospira_quadrangularis;58405796,2237207;104;38
Rhizophora_mangle;2110407,46047403;82;1
Rhizophora_racemosa;3960901,25840034;9;2
Rhodostemonodaphne_crenaticupula;4010012,63929363;6;4
Rhodostemonodaphne_elephantopus;614150,11272061;4;4
Rhodostemonodaphne_grandis;65225392,3695695;441;112
Rhodostemonodaphne_juruensis;666701,696966815;2;1
Rhodostemonodaphne_kunthiana;47055367,6645403;105;55
Rhodostemonodaphne_leptoclada;115081,843001186;1;1
Rhodostemonodaphne_licanioides;896565,724799513;3;3
Rhodostemonodaphne_morii;2694452,64702189;12;11
Rhodostemonodaphne_napoensis;727649,027958203;1;1
Rhodostemonodaphne_negrensis;1997034,2130698;6;6
Rhodostemonodaphne_parvifolia;1327437,26061488;3;2
Rhodostemonodaphne_peneia;10381899,1225312;24;20
Rhodostemonodaphne_praeclara;16585597,3981616;86;47
Rhodostemonodaphne_recurva;3841065,5383088;16;15
Rhodostemonodaphne_revolutifolia;2029927,59187893;11;4
Rhodostemonodaphne_rufovirgata;4474561,93585863;44;26
Rhodostemonodaphne_saulensis;505633,642397425;2;1
Rhodostemonodaphne_sordida;1127398,63944988;3;3
Rhodostemonodaphne_synandra;687003,099245704;3;2
Rhodothyrsus_macrophyllus;170563035,168755;259;68
Richeria_dressleri;683397,624601592;4;2
Richeria_grandis;126439462,663106;288;111
Rinorea_amapensis;15294849,740432;26;20
Rinorea_apiculata;99004081,9304892;494;19
Rinorea_brevipes;4679507,90632785;17;3
Rinorea_falcata;25821868,2866012;48;18
Rinorea_flavescens;74969463,8788933;214;47
Rinorea_guianensis;936615625,188549;4076;258
Rinorea_lindeniana;97198346,5694808;229;66
Rinorea_macrocarpa;63496806,0036573;74;20
Rinorea_neglecta;8363168,66775942;14;9
Rinorea_ovalifolia;3378944,11893717;5;1
Rinorea_paniculata;52000067,0168773;181;20
Rinorea_pectinosquamata;10065138,5453238;135;25
Rinorea_pubiflora;58658082,1699765;272;57
Rinorea_racemosa;625554646,147172;5488;345
Rinorea_riana;177074163,283219;4676;79
Rinorea_sprucei;3479200,46344908;1;1
Rinorea_viridifolia;193094526,056586;543;66
Rinoreocarpus_ulei;591245393,350986;874;87
Ronabea_latifolia;598203,145965247;1;1
Rosenbergiodendron_longiflorum;421210,577474692;2;2
Roucheria_calophylla;31085834,1649224;45;19
Roucheria_columbiana;202463613,399041;559;182
Roucheria_laxiflora;3624913,90877833;6;5
Roucheria_schomburgkii;22255529,2092972;44;20
Roupala_montana;110504445,143032;766;74
Roupala_obtusata;4582418,95351191;42;20
Roupala_thomesiana;162687,383071126;43;3
Rourea_camptoneura;351120,921542285;1;1
Ruagea_glabra;6109109,77348556;9;1
Ruagea_insignis;425138,4566312;3;3
Rudgea_amazonica;654580,281452487;1;1
Rudgea_bracteata;983385,58462053;7;4
Rudgea_cornifolia;210783,24762375;1;1
Rudgea_crassiloba;3523724,95055452;9;4
Rudgea_graciliflora;1090232,06625728;4;4
Rudgea_guyanensis;10729090,4984429;10;2
Rudgea_hostmanniana;3168063,16739515;9;3
Rudgea_klugii;761001,868645632;1;1
Rudgea_lanceifolia;7235222,3280486;23;11
Rudgea_loretensis;1804326,39299259;2;2
Rudgea_obesiflora;489034,770555791;1;1
Rudgea_panurensis;150440,216040996;1;1
Rudgea_sclerocalyx;3546635,63022277;10;10
Rudgea_stipulacea;931516,394296207;2;1
Rudgea_verticillata;1865905,86084873;6;3
Rudgea_viburnoides;7819267,38919317;23;18
Ruizodendron_ovale;96376637,0313925;337;80
Ruizterania_albiflora;126744551,170701;790;152
Ruizterania_cassiquiarensis;38421093,8989969;65;27
Ruizterania_esmeraldae;11543841,9719348;34;4
Ruizterania_obtusata;2328790,98574052;5;1
Ruizterania_retusa;1394542828,55377;1967;41
Ruizterania_rigida;8467981,9895192;25;1
Ruizterania_sacculata;8582174,74865463;5;2
Ruizterania_trichanthera;26382203,6448156;66;22
Ruprechtia_apetala;325031,718361816;4;1
Ruprechtia_brachysepala;2133121,96526594;5;2
Ruprechtia_laxiflora;4027375,55913138;10;6
Ruprechtia_maracensis;4551324,06920806;9;2
Ruprechtia_tangarana;8444149,38068726;26;10
Ruprechtia_tenuiflora;1133315,13177377;2;1
Ruptiliocarpon_caracolito;71134523,3160224;116;23
Rustia_rubra;127517,04552966;1;1
Ryania_pyrifera;1653043,97352187;3;3
Ryania_speciosa;14240537,091136;30;16
Ryania_spruceana;183739,165022584;1;1
Sacoglottis_amazonica;15216792,0461899;48;22
Sacoglottis_ceratocarpa;84553783,7201379;159;42
Sacoglottis_cydonioides;7665193,71416132;34;19
Sacoglottis_guianensis;686976029,727883;2062;370
Sacoglottis_mattogrossensis;289963461,170653;554;96
Sacoglottis_trichogyna;1130609,74929643;3;1
Sagotia_brachysepala;516884942,663407;757;35
Sagotia_racemosa;509356765,53824;1235;135
Salacia_cordata;8893806,35630424;15;6
Salacia_elliptica;11019088,0104245;31;16
Salacia_gigantea;22248442,5772533;43;20
Salacia_grandifolia;1007084,76410301;2;2
Salacia_impressifolia;30588098,138468;45;24
Salacia_juruana;5815490,83916798;18;8
Salacia_macrantha;9944217,22197228;34;22
Salacia_solimoesensis;340880,274542665;1;1
Salix_martiana;457547,867652238;1;1
Salvertia_convallariodora;2920975,41598101;10;1
Samanea_inopinata;6655706,88413718;9;6
Samanea_saman;53689833,7277432;27;11
Samanea_tubulosa;10293044,0353407;24;9
Sambucus_nigra;2239812,07773666;2;2
Sandwithia_guyanensis;130679780,996155;749;74
Sandwithia_heterocalyx;111805005,057539;172;22
Sapium_argutum;339560,764628402;1;1
Sapium_ciliatum;4219967,86895132;19;13
Sapium_curupita;6375734,58200289;22;12
Sapium_glandulosum;304402515,526763;676;211
Sapium_jenmanii;3831759,33471863;10;6
Sapium_laurifolium;21163667,9007239;54;28
Sapium_macrocarpum;198379,267650219;1;1
Sapium_marmieri;291074502,03748;689;193
Sapium_paucinervium;3929955,08707272;21;12
Sarcaulus_brasiliensis;194908330,812846;854;228
Sarcaulus_oblatus;1029140,67080218;3;3
Sarcaulus_vestitus;1296476,03510609;5;4
Sarcaulus_wurdackii;46171,8129450312;1;1
Satyria_breviflora;101643,63262683;1;1
Schefflera_confusa;14883965,1944408;22;9
Schefflera_decaphylla;25432089,8494695;172;70
Schefflera_distractiflora;508936,687251228;1;1
Schefflera_japurensis;10046266,5209584;20;1
Schefflera_morototoni;267873053,768461;658;296
Schefflera_umbrosa;2974352,87444182;3;3
Schinopsis_brasiliensis;380858,362667927;3;2
Schinopsis_peruviana;3429117,69132436;3;1
Schistostemon_densiflorum;3599152,16822815;15;1
Schistostemon_macrophyllum;6239064,4379087;7;3
Schistostemon_oblongifolium;3495951,43400269;6;3
Schistostemon_reticulatum;2943952,43034076;7;2
Schistostemon_retusum;8843515,59270099;15;8
Schistostemon_sylvaticum;696409,016519071;11;4
Schizocalyx_bracteosus;71446354,6820415;96;5
Schizocalyx_obovatus;428242,902374294;2;2
Schizocalyx_peruvianus;2782064,74696735;4;3
Schizolobium_parahyba;109937817,514031;155;61
Schoenobiblus_amazonicus;1573358,28419329;3;2
Schoenobiblus_daphnoides;1187956,52245612;1;1
Schoenobiblus_ellipticus;1121064,87722754;3;3
Schoenobiblus_peruvianus;2216511,44497187;4;4
Schoepfia_clarkii;931516,394296207;2;1
Schoepfia_lucida;8692042,98704024;14;8
Schoepfia_tepuiensis;219064,217956834;1;1
Sciadodendron_excelsum;5424281,08581454;9;5
Scleronema_micranthum;455663725,983021;1433;249
Scleronema_praecox;64874358,0859631;113;35
Scyphonychium_multiflorum;210845,259962761;2;2
Sebastiania_brasiliensis;406289,64795227;5;1
Seguieria_aculeata;4105443,73475412;5;2
Seguieria_americana;361889,181745909;1;1
Seguieria_macrophylla;6009875,48879883;17;12
Semaphyllanthe_obovata;29758884,4942351;50;18
Senefeldera_triandra;308218,874453735;2;1
Senefeldera_verticillata;4860195,70122676;6;3
Senefelderopsis_chiribiquetensis;1004626,65209584;2;1
Senegalia_alemquerensis;2950251,07189081;6;3
Senegalia_bonariensis;11931335,1698867;16;3
Senegalia_hayesii;2910177,17063017;5;3
Senegalia_loretensis;39469233,8669183;118;36
Senegalia_multipinnata;30746572,414497;56;36
Senegalia_paraensis;802637,838860208;1;1
Senegalia_polyphylla;239388546,454586;361;72
Senegalia_rhytidocarpa;121071,109506172;1;1
Senegalia_riparia;26634763,8076666;37;17
Senegalia_tenuifolia;28782944,9288107;57;17
Senna_atomaria;3914277,43772935;7;3
Senna_bacillaris;1251013,98261492;3;3
Senna_leandrii;334060,873567937;1;1
Senna_multijuga;8896427,20732572;17;12
Senna_reticulata;852533,639674524;2;1
Senna_ruiziana;8566118,33596308;9;4
Senna_silvestris;32564166,3829967;71;29
Senna_spectabilis;1905277,81603422;3;2
Senna_trolliiflora;146815,622849828;1;1
Senna_undulata;3232282,17406652;5;4
Septotheca_tessmannii;7375727,99907907;11;2
Sextonia_pubescens;996937,126552266;2;2
Sextonia_rubra;114854205,496444;447;191
Sideroxylon_obtusifolium;2839967,997157;8;2
Simaba_cavalcantei;1140889,27204187;4;2
Simaba_cedron;212822274,815059;688;185
Simaba_guianensis;116836148,707943;305;104
Simaba_morettii;1701679,88445165;34;19
Simaba_obovata;25554166,1920428;87;7
Simaba_orinocensis;68527012,1568751;181;54
Simaba_paraensis;9743365,31205505;38;19
Simaba_polyphylla;133428659,650684;574;198
Simarouba_amara;502029437,044286;1233;535
Simarouba_versicolor;877237,770506103;1;1
Simira_cordifolia;39363647,504952;110;26
Simira_erythroxylon;1389873,86880443;2;1
Simira_macrocrater;3277573,18341715;9;8
Simira_paraensis;8935638,2992129;20;3
Simira_pikia;12463579,5635024;15;3
Simira_pisoniiformis;1689249,49406634;1;1
Simira_rubescens;94152729,1998631;143;65
Simira_tinctoria;577261,578760189;1;1
Simira_wurdackii;987509,26513855;8;4
Siparuna_aspera;351153,262816188;1;1
Siparuna_bifida;6697204,33508922;17;12
Siparuna_cervicornis;2543957,14099034;9;9
Siparuna_cristata;59211018,0811638;144;73
Siparuna_cuspidata;50904049,8546388;438;98
Siparuna_cymosa;7918110,74447854;93;30
Siparuna_decipiens;413453347,52682;1298;349
Siparuna_glycycarpa;28696307,4282219;254;45
Siparuna_guianensis;175158286,793033;343;111
Siparuna_harlingii;1429096,41549551;2;2
Siparuna_macrotepala;150440,216040996;1;1
Siparuna_obstipa;3236821,25132096;6;6
Siparuna_pachyantha;10698575,5071628;41;29
Siparuna_poeppigii;35815365,108632;172;57
Siparuna_reginae;9155739,35800779;29;16
Siparuna_sarmentosa;12765375,0363496;10;6
Siparuna_sessiliflora;2719237,79348738;7;4
Siparuna_thecaphora;396867,456625764;2;2
Siphoneugena_occidentalis;118955020,244862;222;3
Sloanea_brevipes;30762500,2175672;77;55
Sloanea_caribaea;441800,203843459;1;1
Sloanea_davidsei;513407,586552896;1;1
Sloanea_duckei;4438575,71515512;14;4
Sloanea_durissima;70960664,6904478;178;81
Sloanea_echinocarpa;1779922,99882435;7;4
Sloanea_eichleri;281945229,104433;638;129
Sloanea_erismoides;6326206,79852994;24;12
Sloanea_fendleriana;5666226,71822768;26;23
Sloanea_floribunda;283083085,401323;564;256
Sloanea_fragrans;34753997,9537747;115;36
Sloanea_froesii;5870005,5676971;23;6
Sloanea_garckeana;91500280,513264;784;88
Sloanea_grandiflora;103421941,96669;328;137
Sloanea_grandis;4346794,84743311;11;8
Sloanea_granulosa;2467127,78691204;9;4
Sloanea_guianensis;404605706,154167;790;302
Sloanea_hirsuta;11281493,3711037;21;15
Sloanea_latifolia;125059676,780628;252;92
Sloanea_laurifolia;70423274,6737895;160;87
Sloanea_macrophylla;19594081,6258543;43;27
Sloanea_meianthera;6901944,55470578;28;17
Sloanea_multiflora;5727592,84837883;16;11
Sloanea_nitida;29477443,1961349;58;31
Sloanea_obtusifolia;58023343,6653937;102;32
Sloanea_parviflora;23313677,836061;45;18
Sloanea_parvifructa;3638536,54863209;7;3
Sloanea_picapica;9421775,9395084;22;16
Sloanea_pubescens;172280552,579477;368;123
Sloanea_pubiflora;3692014,41515688;8;5
Sloanea_robusta;110732679,926594;261;31
Sloanea_rufa;42976455,9859322;73;51
Sloanea_schomburgkii;27889492,3075497;43;33
Sloanea_sinemariensis;29040207,9128144;113;33
Sloanea_spathulata;20175412,5902466;85;25
Sloanea_steyermarkii;2034804,85642764;7;2
Sloanea_synandra;33988497,4073804;95;70
Sloanea_terniflora;80962289,0236016;157;56
Sloanea_tuerckheimii;67309798,1555586;82;38
Socratea_exorrhiza;1819447751,45608;4218;477
Socratea_rostrata;24152372,5685001;226;7
Socratea_salazarii;44773643,946707;157;14
Sohnreyia_excelsa;4753960,197072;13;9
Sohnreyia_terminalioides;505262,700043056;2;2
Solanum_altissimum;4724549,72642307;17;14
Solanum_appressum;101372,528770353;1;1
Solanum_asperum;698148,469069218;1;1
Solanum_cyathophorum;821292,559755273;2;1
Solanum_grandiflorum;5423093,78302058;15;2
Solanum_kioniotrichum;360283,644106511;1;1
Solanum_lepidotum;151645,87721725;1;1
Solanum_leucocarpon;250386,928493463;1;1
Solanum_occultum;340880,274542665;1;1
Solanum_rugosum;244858,547234148;1;1
Solanum_sessile;150811,584604329;1;1
Solanum_splendens;374156,895983908;1;1
Sorocea_briquetii;202889483,231697;501;68
Sorocea_duckei;14842932,5691194;44;17
Sorocea_guilleminiana;186789777,904188;385;139
Sorocea_muriculata;50763823,5037889;109;47
Sorocea_pubivena;80265553,9569422;214;96
Sorocea_sprucei;12455077,3570289;36;12
Sorocea_steinbachii;167286267,899506;497;107
Spachea_elegans;2287724,54577376;6;2
Spachea_tricarpa;2785589,70794272;7;3
Sparattosperma_leucanthum;10240929,6183023;15;6
Sphinctanthus_maculatus;1474756,44311707;3;1
Spiranthera_guianensis;41209396,383316;62;5
Spiranthera_parviflora;1450233,6108615;5;2
Spirotropis_longifolia;74171619,6272355;1282;4
Spondias_globosa;21782636,774889;56;22
Spondias_mombin;584689018,214689;1674;324
Spondias_testudinis;1485106,69212746;1;1
Spondias_venosa;9755214,07839081;16;9
Spondias_venulosa;8497003,03279378;26;8
Spongiosperma_grandiflorum;2310623,22743705;9;3
Stachyarrhena_acuminata;6319263,80409091;24;11
Stachyarrhena_penduliflora;4346340,79039818;9;6
Stachyarrhena_spicata;17305354,8344944;64;16
Staminodianthus_duckei;9555779,65690806;16;12
Staminodianthus_racemosus;383421,814308569;6;5
Steinbachiella_leptoclada;457897,804329357;1;1
Stenostomum_acreanum;39643347,8941314;186;15
Stephanopodium_peruvianum;4448163,96457332;23;8
Sterculia_aerisperma;276656,693674544;4;1
Sterculia_amazonica;1086069,644295;4;2
Sterculia_apeibophylla;98718585,620566;247;98
Sterculia_apetala;113850015,502397;262;113
Sterculia_colombiana;53887826,0081551;197;75
Sterculia_corrugata;653577,609079605;4;1
Sterculia_costaricana;2026219,19124663;3;2
Sterculia_duckei;28635807,7153441;137;64
Sterculia_excelsa;192146107,063043;929;239
Sterculia_frondosa;86700744,9583432;218;115
Sterculia_guapayensis;7616214,0131377;19;12
Sterculia_guianensis;176301,122549866;1;1
Sterculia_kayae;39562967,0292172;142;40
Sterculia_killipiana;19652185,3170822;45;21
Sterculia_parviflora;12026178,7833281;21;10
Sterculia_pendula;173432,561532203;1;1
Sterculia_peruviana;40130443,1732195;72;30
Sterculia_pruriens;534932813,507079;1696;414
Sterculia_rugosa;4510255,77286064;28;7
Sterculia_stipulifera;491585,481039025;1;1
Sterculia_striata;2144449,70905431;6;2
Sterculia_tessmannii;87120825,6606853;245;93
Sterculia_villifera;6761485,55717869;25;8
Sterigmapetalum_colombianum;14964057,529258;80;9
Sterigmapetalum_exappendiculatum;1321601,87511329;3;3
Sterigmapetalum_guianense;23590094,7630688;34;16
Sterigmapetalum_obovatum;75850342,4429092;162;79
Stryphnodendron_adstringens;4603431,86868511;14;10
Stryphnodendron_duckeanum;1629769,71657389;1;1
Stryphnodendron_flammatum;2156076,1046527;3;3
Stryphnodendron_guianense;161205329,189361;290;74
Stryphnodendron_microstachyum;7399052,3027866;20;18
