species;population;N.ind;N.plots
Pouteria sessilis;3220249,21200894;4;3
Pouteria simulans;1616271,7893955;8;5
Pouteria singularis;19356045,5191495;55;16
Pouteria speciosa;26309262,0691566;42;13
Pouteria stipitata;2658213,52620134;2;1
Pouteria stipulifera;9808869,0894064;11;7
Pouteria stylifera;13385374,0678431;37;15
Pouteria subrotata;954547,355247458;1;1
Pouteria surumuensis;41758642,7950184;14;4
Pouteria tarapotensis;5571537,72611954;13;11
Pouteria tarumanensis;617486,475597114;2;2
Pouteria tenuisepala;30401231,352219;14;3
Pouteria tomentosa;3430749,47828596;1;1
Pouteria torta;350455629,011332;636;197
Pouteria trilocularis;250476193,627697;320;85
Pouteria ucuqui;6573728,15706992;7;6
Pouteria venosa;186399285,868088;259;92
Pouteria vernicosa;98118866,8134622;197;98
Pouteria virescens;156330958,043256;135;60
Pouteria williamii;71366427,1043804;117;41
Pradosia atroviolacea;13078484,3098445;19;16
Pradosia cochlearia;37178330,9004748;120;49
Pradosia decipiens;14500606,0626398;14;10
Pradosia granulosa;6133655,56833422;5;4
Pradosia huberi;1207287,60193416;5;3
Pradosia mutisii;55860337,1381855;47;4
Pradosia ptychandra;45954304,7339065;220;58
Pradosia schomburgkiana;191896530,684092;438;33
Pradosia subverticillata;4617048,56360422;4;3
Pradosia surinamensis;249146593,596739;94;8
Pradosia verticillata;13990733,4582638;12;9
Prieurella cuneifolia;4360798,05757731;4;3
Prockia crucis;737875,488118911;2;2
Protium aidanianum;7066109,11198593;30;16
Protium altissimum;5402258402,99469;3301;182
Protium altsonii;320523386,524928;549;149
Protium alvarezianum;3181536,64320348;2;2
Protium amazonicum;317189229,117208;548;176
Protium apiculatum;1406303295,08918;1690;246
Protium aracouchini;496841496,369543;511;152
Protium araguense;23928691,6439167;18;2
Protium calanense;1084643,7338008;1;1
Protium calendulinum;1258150,53775328;2;2
Protium carnosum;18296271,3242851;22;11
Protium carolense;20349909,9185999;10;3
Protium crassipetalum;166086854,653134;180;69
Protium crenatum;168611753,386857;181;34
Protium cuneatum;34238704,6370857;41;10
Protium cuneifolium;7080833,49235642;3;1
Protium decandrum;582301790,882644;1045;230
Protium demerarense;20485649,461619;55;7
Protium divaricatum;219980499,974541;265;68
Protium elegans;2427558,82819165;3;3
Protium ex-tetragastrishostmannii;12300246,0509459;28;7
Protium ex-tetragastrispanamensis;1118122743,56275;1470;329
Protium ferrugineum;105618246,45096;94;46
Protium gallicum;36872792,4603567;234;28
Protium gallosum;63499246,8011115;100;51
Protium giganteum;36043996,5419943;54;30
Protium glabrescens;122051081,692965;155;48
Protium goudotianum;296233524,895859;242;64
Protium grandifolium;112899446,159996;189;66
Protium guacayanum;336737,553356276;1;1
Protium guianense;148103318,92943;273;89
Protium hebetatum;860822298,393075;1879;220
Protium heptaphyllum;2175547109,43977;1379;132
Protium klugii;13514952,5493324;28;18
Protium krukovii;26271136,3386265;130;26
Protium laxiflorum;24978842,2546158;16;9
Protium llanorum;897798,543544195;1;1
Protium meridionale;11291190,6406572;16;9
Protium morii;109233092,298277;104;23
Protium nitidifolium;100160084,92669;160;76
Protium nodulosum;230162605,238276;411;102
Protium occultum;17012101,2944202;48;20
Protium opacum;301471599,592718;568;162
Protium pallidum;184822021,630174;452;75
Protium panamense;3827480,07403852;3;2
Protium paniculatum;296995295,587265;573;151
Protium peruvianum;540497,131358966;1;1
Protium pilosissimum;303770719,513411;615;38
Protium pilosum;52090094,3013856;97;44
Protium plagiocarpium;2672464,96363361;18;12
Protium polybotryum;248999092,358987;364;74
Protium prancei;21432796,3793065;39;19
Protium puncticulatum;121602162,554446;181;32
Protium reticulatum;10313970,4235267;5;1
Protium rhoifolium;324866590,951083;308;114
Protium rhynchophyllum;57602848,431845;66;8
Protium robustum;296181749,596308;244;60
Protium rubrum;12163230,7875707;38;20
Protium sagotianum;954624232,771;903;219
Protium spruceanum;291196609,6745;484;151
Protium strumosum;60204775,0839877;144;73
Protium subserratum;329051656,867068;446;171
Protium tenuifolium;642582279,199026;822;213
Protium trifoliolatum;514211846,490953;663;181
Protium unifoliolatum;233123885,480649;415;41
Protium urophyllidium;10478728,493024;11;7
Prunus amplifolia;2655075,2986555;4;4
Prunus debilis;12840746,1701627;29;22
Prunus detrita;12454854,769313;20;11
Prunus myrtifolia;32610747,1284918;61;18
Pseudima frutescens;51266178,4100992;35;20
Pseudobombax longiflorum;74561859,1425904;57;5
Pseudobombax marginatum;55579548,2919118;55;6
Pseudobombax munguba;750950262,832902;750;50
Pseudobombax septenatum;29898224,4828576;56;24
Pseudoconnarus rhynchosioides;1053788,40228442;1;1
Pseudolmedia laevigata;1100435070,52717;1369;272
Pseudolmedia laevis;4710138937,85455;5291;422
Pseudolmedia macrophylla;815363110,417059;966;161
Pseudolmedia rigida;349463364,299543;530;52
Pseudomalmea diclina;121150040,422993;263;57
Pseudomonotes tropenbosii;46664512,3146016;80;5
Pseudopiptadenia psilostachya;181957173,455537;448;128
Pseudopiptadenia suaveolens;353439707,69517;506;200
Pseudoxandra coriacea;874251,329922774;3;2
Pseudoxandra cuspidata;176467368,258707;140;10
Pseudoxandra duckei;1725548,17883539;1;1
Pseudoxandra leiophylla;25488023,360678;27;13
Pseudoxandra lucida;1000394,70534201;1;1
Pseudoxandra obscurinervis;5231478,56305465;13;8
Pseudoxandra pacifica;3679482,81937828;3;1
Pseudoxandra polyphleba;311801039,069583;265;51
Psidium acutangulum;99465533,3443057;94;23
Psidium guianense;4569617,08885302;3;1
Psidium guineense;9578395,93304577;2;1
Psidium sartorianum;2775971,58365;3;2
Psychotria anceps;853970,086337819;2;1
Psychotria astrellantha;315277,410294902;1;1
Psychotria boliviana;8302781,30903575;13;2
Psychotria carthagenensis;1777026,95556427;4;1
Psychotria deinocalyx;1151731,51104859;1;1
Psychotria ernestii;631330,175321075;1;1
Psychotria ficigemma;5302114,95420337;16;8
Psychotria flaviflora;349713,162510523;1;1
Psychotria ligularis;1348389,88886947;1;1
Psychotria mapourioides;9829714,21537681;9;9
Psychotria mathewsii;1670776,16227261;2;1
Psychotria oblonga;2385594,50522353;2;1
Psychotria pichisensis;2482487,9337774;3;3
Psychotria podocephala;1227479,09530964;3;2
Psychotria racemosa;3312245,7094126;2;1
Psychotria viridis;20473211,4047472;10;1
Pterandra arborea;8000434,75216145;24;21
Pterocarpus acapulcensis;3979013,16409432;3;2
Pterocarpus amazonum;367133455,759548;414;80
Pterocarpus officinalis;259031224,705343;1054;68
Pterocarpus rohrii;854129789,562636;937;228
Pterocarpus santalinoides;387490479,834915;595;60
Pterodon emarginatus;18546567,8289219;11;1
Pterodon pubescens;23720911,3713671;39;3
Pterogyne nitens;2325916,57418198;2;1
Pterygota amazonica;29126477,8622775;60;20
Ptychopetalum olacoides;49526866,7201376;129;66
Ptychopetalum uncinatum;4858995,91647882;10;6
Qualea acuminata;101532419,372467;99;24
Qualea amoena;383678,513243324;1;1
Qualea brevipedicellata;16788233,1029411;13;4
Qualea caerulea;29192883,6354785;47;8
Qualea cordata;16269449,3239377;23;3
Qualea cyanea;9515448,74231819;8;3
Qualea dichotoma;19885906,2635774;6;2
Qualea dinizii;26475106,410979;35;18
Qualea gracilior;5217203,09915628;3;3
Qualea grandiflora;50476447,4145014;58;5
Qualea homosepala;2560130,56620968;6;5
Qualea impexa;1295666,78964277;1;1
Qualea ingens;32547086,7895963;30;9
Qualea labouriauana;14284960,3064131;39;15
Qualea mori-boomii;316043,468647274;1;1
Qualea multiflora;48386955,3800567;83;6
Qualea paraensis;511816597,316657;613;143
Qualea parviflora;84648417,625535;60;4
Qualea rosea;161323661,686558;433;41
Qualea sprucei;2062794,08470534;1;1
Qualea tessmannii;2998695,02921491;3;3
Qualea themistoclesii;1354014,15193081;1;1
Qualea tricolor;5148517,66996614;14;3
Quararibea amazonica;39564434,3639633;80;7
Quararibea duckei;177653447,224546;416;14
Quararibea guianensis;389932005,436368;982;53
Quararibea hirta;6071318,3466076;12;5
Quararibea lasiocalyx;125744192,008556;95;12
Quararibea loretoyacuensis;8901093,09774503;10;3
Quararibea martini;15922350,7668278;8;1
Quararibea oblongifolia;11192449,6706257;8;5
Quararibea putumayensis;1802078,9988865;3;2
Quararibea spatulata;5722011,67112112;21;14
Quararibea wittii;673981347,918991;1199;77
Quiina amazonica;21191590,2374437;40;30
Quiina attenuata;4810780,35313896;7;5
Quiina blackii;1740613,03089437;1;1
Quiina brevensis;1621491,3940769;3;1
Quiina cruegeriana;1085180,3360288;2;1
Quiina duckei;1246618,77670971;3;1
Quiina florida;69593492,797138;120;63
Quiina grandifolia;2608171,71429148;6;3
Quiina guianensis;13223841,2966253;40;12
Quiina indigofera;40836843,340439;116;15
Quiina integrifolia;19737045,2776798;32;12
Quiina juruana;12688345,6046996;11;7
Quiina klugii;4534390,75400648;4;2
Quiina longifolia;8817580,13120238;3;2
Quiina macrophylla;9757463,6140657;21;14
Quiina negrensis;17731920,4399498;54;35
Quiina nitens;2601116,2563699;4;3
Quiina obovata;23834180,3065305;60;45
Quiina oiapocensis;3237794,27852861;19;8
Quiina paraensis;128516151,855898;63;25
Quiina peruviana;8309342,27871358;18;11
Quiina pteridophylla;4819184,46134698;4;3
Quiina rhytidopus;24581210,27737;19;5
Quiina rigidifolia;2416139,0707792;2;2
Quiina sessilis;4660763,91102501;3;3
Randia armata;41236364,8913394;59;36
Randia ciliolata;1266228,83918699;1;1
Randia ferox;2374222,41871888;2;1
Randia genipifolia;540497,131358966;1;1
Randia hondensis;2644463,53002882;2;2
Raphia taedigera;2035688,61737684;42;1
Raputia aromatica;7960598,11348399;8;1
Raputia magnifica;15491400,410156;8;1
Raputiarana subsigmoidea;1330913,78043082;4;1
Rauia resinosa;1803261,20799126;1;1
Rauia subtruncata;23083977,6310143;10;1
Rauvolfia andina;1850464,25034642;3;3
Rauvolfia macrantha;599511,461155115;2;2
Rauvolfia paraensis;4364739,26945715;14;11
Rauvolfia pentaphylla;12496931,7356864;4;3
Rauvolfia polyphylla;362562,893103861;1;1
Rauvolfia praecox;8244354,63339532;16;12
Rauvolfia sprucei;3278011,36103859;9;9
Recordoxylon speciosum;7621850,97521618;40;12
Recordoxylon stenopetalum;2526759,58114791;3;3
Remijia amazonica;7247143,24921727;19;4
Remijia asperula;2098659,19552418;2;1
Remijia chelomaphylla;2862848,49251924;1;1
Remijia hispida;4138282,77220748;3;3
Remijia macrocnemia;756283,971315054;1;1
Remijia pacimonica;16321203,4264038;15;5
Remijia pedunculata;9009444,62116816;12;8
Remijia roraimae;2161101,56147569;5;2
Remijia ulei;39808723,6782691;38;5
Retiniphyllum concolor;697779,524268129;1;1
Rhabdodendron amazonicum;82694507,9863058;213;67
Rhabdodendron macrophyllum;555446,911614025;1;1
Rhamnidium elaeocarpum;48104733,7751873;57;20
Rheedia floribunda;1321444,00576984;1;1
Rheedia longifolia;4253185,75082374;5;4
Rhigospira quadrangularis;97825604,0231898;96;31
Rhizophora mangle;3739808,89290141;82;1
Rhizophora racemosa;308928,472391062;1;1
Rhodostemonodaphne crenaticupula;5731149,76916105;6;4
Rhodostemonodaphne elephantopus;1018681,90720376;3;3
Rhodostemonodaphne grandis;88779753,2537419;131;76
Rhodostemonodaphne kunthiana;77874729,4050365;89;44
Rhodostemonodaphne leptoclada;267346,74254893;1;1
Rhodostemonodaphne licanioides;1729610,27511128;3;3
Rhodostemonodaphne morii;1741836,45129111;10;9
Rhodostemonodaphne napoensis;835388,081136305;1;1
Rhodostemonodaphne negrensis;4253827,44709293;6;6
Rhodostemonodaphne parvifolia;8103427,277165;2;1
Rhodostemonodaphne peneia;24711507,4171184;22;18
Rhodostemonodaphne praeclara;24871065,1601759;77;43
Rhodostemonodaphne recurva;7255634,15439318;15;14
Rhodostemonodaphne revolutifolia;5713395,40981544;11;4
Rhodostemonodaphne rufovirgata;3970139,35979773;17;15
Rhodostemonodaphne saulensis;1099952,49100393;2;1
Rhodostemonodaphne scandens;495445,363796851;1;1
Rhodostemonodaphne sordida;7884937,8999258;3;3
Rhodostemonodaphne synandra;1770613,96269784;3;2
Richeria dressleri;1970264,95060151;4;2
Richeria grandis;146490600,116386;204;80
Rinorea amapensis;15117552,5172066;15;12
Rinorea apiculata;121878713,466067;439;18
Rinorea brevipes;9940674,9630944;17;3
Rinorea falcata;28876279,087498;24;10
Rinorea flavescens;88412810,5001428;155;36
Rinorea guianensis;1478896672,93519;2561;160
Rinorea lindeniana;100276089,442375;109;29
Rinorea macrocarpa;16713117,2283058;12;9
Rinorea neglecta;16350342,2238267;11;6
Rinorea ovalifolia;10883152,8152623;5;1
Rinorea paniculata;52947375,3234989;54;8
Rinorea pectinosquamata;14759092,0462415;106;20
Rinorea pubiflora;85795716,0237088;211;42
Rinorea racemosa;792008062,336025;1632;214
Rinorea riana;323560596,966498;594;69
Rinorea viridifolia;275641255,921043;505;56
Rinoreocarpus ulei;1068985757,29132;806;67
Ronabea latifolia;1300677,23883589;1;1
Rosenbergiodendron longiflorum;394860,53792654;1;1
Roucheria calophylla;10085806,5711976;11;6
Roucheria columbiana;145445684,095327;138;49
Roucheria laxiflora;2731394,16774864;4;4
Roucheria punctata;151782059,428573;226;78
Roucheria schomburgkii;13910125,8366346;20;13
Roupala montana;173759124,002853;507;43
Roupala obtusata;10677259,3351733;20;15
Rourea amazonica;2183330,9158075;2;2
Rourea cuspidata;2089207,82236499;3;3
Ruagea glabra;8099285,86428003;9;1
Ruagea insignis;727134,464136105;3;3
Rudgea amazonica;1290010,23761963;1;1
Rudgea bracteata;1531249,92741256;7;4
Rudgea crassiloba;1416845,42313374;1;1
Rudgea graciliflora;2070611,8659785;4;4
Rudgea guyanensis;19210941,4067384;10;2
Rudgea hostmanniana;12162719,2604044;9;3
Rudgea klugii;1354014,15193081;1;1
Rudgea lanceifolia;9496249,03066758;18;8
Rudgea loretensis;3582896,06005501;2;2
Rudgea obesiflora;2067551,40717775;1;1
Rudgea panurensis;255229,572795175;1;1
Rudgea sclerocalyx;594597,368944886;2;2
Rudgea verticillata;6407792,01392477;6;3
Rudgea viburnoides;878067,147526172;3;3
Ruizodendron ovale;145865862,204061;333;77
Ruizterania albiflora;100222605,949595;349;115
Ruizterania cassiquiarensis;56120474,9782667;50;21
Ruizterania esmeraldae;3262237,82997475;3;2
Ruizterania retusa;250367217,843347;389;11
Ruizterania sacculata;7145668,5995157;5;2
Ruizterania trichanthera;44110869,9610756;65;21
Ruizterania verruculosa;3099053,9008662;3;2
Ruprechtia apetala;3293874,83295303;4;1
Ruprechtia brachysepala;4906478,41067685;5;2
Ruprechtia laxiflora;6359632,0166313;9;5
Ruprechtia maracensis;17559268,2846332;9;2
Ruprechtia tangarana;9006947,35364899;18;7
Ruprechtia tenuiflora;1928543,73960666;2;1
Ruptiliocarpon caracolito;101801563,066544;103;13
Rustia rubra;217323,995515269;1;1
Ryania pyrifera;4727250,63498247;3;3
Ryania speciosa;4090722,55460673;8;8
Ryania spruceana;1201960,42374975;1;1
Sabal mauritiiformis;2413286,82093453;3;2
Sabicea villosa;638196,931960909;1;1
Sacoglottis amazonica;20730773,0729131;37;16
Sacoglottis ceratocarpa;125811859,750541;128;29
Sacoglottis cydonioides;9708957,89772165;33;19
Sacoglottis guianensis;557326456,853946;877;212
Sacoglottis mattogrossensis;366260563,202843;488;76
Sagotia brachysepala;791844861,718939;603;15
Sagotia racemosa;613977202,780369;870;87
Salacia cordata;1588558,04297802;2;2
Salacia elliptica;15946365,033354;26;13
Salacia gigantea;30015548,1285217;37;15
Salacia grandifolia;453711,939795591;1;1
Salacia impressifolia;15524577,2265616;22;15
Salacia insignis;5040521,6589199;5;4
Salacia juruana;1115474,16627577;1;1
Salacia macrantha;15118074,0635651;30;20
Salacia macrophylla;1230107,21368964;2;2
Salacia multiflora;1343674,33550121;2;1
Salacia opacifolia;2326534,02495775;2;2
Salacia solimoesensis;631330,175321075;1;1
Salacia spectabilis;11205281,1400142;12;3
Salvertia convallariodora;7451683,61000946;10;1
Samanea inopinata;8584373,87297728;2;1
Samanea saman;122868247,471907;24;8
Samanea tubulosa;34245511,1998604;24;9
Sambucus mexicana;3365771,05753816;2;2
Sandwithia guyanensis;199077011,285777;692;67
Sandwithia heterocalyx;71504098,8423889;58;11
Sapindus saponaria;39769059,4095315;38;17
Sapium argutum;2079797,0867322;1;1
Sapium ciliatum;5863359,21199026;17;11
Sapium contortum;1217687,87576565;1;1
Sapium curupita;25420962,0557484;22;12
Sapium glandulosum;304735195,066256;387;124
Sapium hippomane;3568176,61333751;4;2
Sapium jenmanii;4847953,34505945;8;5
Sapium laurifolium;37013865,8120274;49;25
Sapium marmieri;319956192,852494;448;131
Sapium paucinervium;13094354,2313511;17;10
Sapium poeppigii;6693328,44019687;15;6
Sarcaulus brasiliensis;253965561,355597;620;167
Sarcaulus oblatus;2690788,80961707;2;2
Sarcaulus vestitus;1922638,67400513;5;4
Sarcaulus wurdackii;240479,339242478;1;1
Schefflera confusa;16875277,9575043;12;4
Schefflera decaphylla;29767103,5250719;126;53
Schefflera distractiflora;788029,896505211;1;1
Schefflera japurensis;15125679,4263011;20;1
Schefflera megacarpa;7852840,24344859;10;5
Schefflera morototoni;295265825,347583;370;199
Schefflera umbrosa;6976459,09647228;2;2
Schinopsis brasiliensis;2862099,23812926;3;2
Schistostemon densiflorum;5481941,81199198;15;1
Schistostemon macrophyllum;7468446,50058456;6;2
Schistostemon oblongifolium;6002905,54727841;5;2
Schistostemon reticulatum;7198502,5070744;7;2
Schistostemon retusum;10351820,4204928;8;3
Schistostemon sylvaticum;1634517,04598902;11;4
Schizolobium parahyba;72125129,0204496;62;38
Schoenobiblus amazonicus;2590092,76567494;2;1
Schoenobiblus ellipticus;1084643,7338008;1;1
Schoenobiblus peruvianus;4609791,70216249;4;4
Schoepfia lucida;6102086,74449154;10;7
Schoepfia tepuiensis;531143,232983256;1;1
Sclerolobium aureum;3746734,63741826;5;2
Sclerolobium froesii;150099184,950901;485;9
Sclerolobium hypoleucum;2911184,67236565;3;2
Sclerolobium macrophyllum;1698032,94746485;1;1
Sclerolobium melanocarpum;165754499,250664;90;30
Sclerolobium paniculatum;163076606,546262;254;17
Scleronema micranthum;618411527,633976;990;179
Scleronema praecox;94548815,4898074;92;21
Scyphonychium multiflorum;516806,201929613;2;2
Sebastiania brasiliensis;4117343,54119128;5;1
Sebastiania huallagensis;39307991,956783;39;3
Seguieria aculeata;10429435,142233;5;2
Seguieria macrophylla;5737834,07516874;5;2
Semaphyllanthe megistocaula;55554878,0744257;91;30
Senefeldera inclinata;778647934,622877;1415;35
Senefeldera macrophylla;148741354,165857;141;38
Senefeldera nitida;16985145,4276138;6;3
Senefeldera skutchiana;15272757,6839593;16;1
Senefeldera verticillata;10912747,1502907;6;3
Senefelderopsis chiribiquetensis;1512567,94263011;2;1
Senegalia alemquerensis;2766582,23672683;3;1
Senegalia amazonica;1219622,59833987;2;1
Senegalia multipinnata;1636055,08809034;2;1
Senegalia polyphylla;48259131,0409522;21;8
Senegalia rhytidocarpa;814772,692722913;1;1
Senegalia riparia;10966353,7027728;13;4
Senegalia tenuifolia;5064915,35674796;4;1
Senna bacillaris;212425,245637448;1;1
Senna multijuga;3424753,07525605;3;3
Senna quinquangulata;2308397,76310143;1;1
Senna ruiziana;9653710,2182302;9;4
Senna silvestris;60823873,9590656;59;21
Senna spectabilis;3102447,36468971;3;2
Senna trolliiflora;249061,505514297;1;1
Senna undulata;1902224,98735772;2;2
Serjania elongata;1879647,41327989;2;2
Serjania lethalis;2088393,50860413;2;1
Serjania obtusidentata;677749,701121728;1;1
Serjania paucidentata;311041,936455091;1;1
Serjania perulacea;1069956,56241627;1;1
Sextonia pubescens;1726691,31762678;2;2
Sextonia rubra;74922030,1613926;239;123
Sickingia tinctoria;30474722,8246465;22;11
Sideroxylon obtusifolium;4117343,54119128;5;1
Simaba cedron;209529946,946022;311;89
Simaba guianensis;158702295,204166;138;52
Simaba morettii;4185486,0362939;27;18
Simaba obovata;12060484,0662447;9;1
Simaba orinocensis;109413435,062162;159;43
Simaba paraensis;21095020,6864926;36;18
Simaba polyphylla;75613816,853762;166;118
Simarouba amara;621460135,894915;705;326
Simira catappifolia;1632597,0108724;5;4
Simira cordifolia;78708109,87274;106;24
Simira macrocrater;3003973,41145212;3;3
Simira pikia;21063147,0082369;15;3
Simira pisoniiformis;3033072,72576596;1;1
Simira rubescens;88270663,3298327;68;27
Simira wurdackii;1731358,75055254;8;4
Siparuna andina;514147,263822306;1;1
Siparuna aspera;753677,425919114;1;1
Siparuna bifida;15348423,1419897;15;10
Siparuna cervicornis;5979169,61356838;9;9
Siparuna crassiflora;711559,284717075;2;2
Siparuna cristata;53319910,273311;75;38
Siparuna cuspidata;72272114,5954742;166;75
Siparuna cymosa;19871089,2052568;42;22
Siparuna decipiens;635336296,257813;1040;259
Siparuna glycycarpa;50701750,6587409;64;31
Siparuna guianensis;263543354,657097;282;80
Siparuna harlingii;1198518,1054683;1;1
Siparuna macrotepala;255229,572795175;1;1
Siparuna obstipa;3127734,78002812;4;4
Siparuna pachyantha;18444785,1434386;31;22
Siparuna poeppigii;50358479,3174388;102;42
Siparuna reginae;20035207,3346646;21;9
Siparuna sarmentosa;606990,351342219;1;1
Siparuna sessiliflora;1239551,96422176;2;2
Siparuna thecaphora;758385,227884058;1;1
Siphoneugena occidentalis;188470099,814162;222;3
Sloanea brachytepala;20657035,5327357;19;13
Sloanea brevipes;42094391,7572854;62;43
Sloanea caribaea;1049329,59776209;1;1
Sloanea davidsei;1226494,27312609;1;1
Sloanea duckei;5433771,25325708;4;3
Sloanea durissima;15281922,6945898;22;14
Sloanea echinocarpa;3614878,46469088;7;4
Sloanea eichleri;431623899,89862;560;98
Sloanea erismoides;8683866,53965554;12;7
Sloanea fendleriana;11902103,9922761;18;17
Sloanea floribunda;272855622,600689;335;161
Sloanea fragrans;50417459,349158;97;32
Sloanea froesii;65985628,5084644;23;6
Sloanea garckeana;128013893,128761;427;57
Sloanea gracilis;141791984,834897;226;45
Sloanea grandiflora;131518342,318617;221;103
Sloanea grandis;7691061,13296349;9;6
Sloanea granulosa;2205468,30340636;7;3
Sloanea guianensis;281795807,654531;408;176
Sloanea lasiocoma;4401819,52668082;2;2
Sloanea latifolia;216185924,308335;172;69
Sloanea laurifolia;93779810,5499532;96;50
Sloanea laxiflora;103917778,834141;116;46
Sloanea longiaristata;467728,215362031;2;1
Sloanea macrophylla;4627836,13209181;6;4
Sloanea meianthera;8812413,36154927;20;15
Sloanea monosperma;3159524,35699066;6;5
Sloanea multiflora;4519862,67799485;6;4
Sloanea nitida;40577853,5327006;27;18
Sloanea obtusa;2616939,84689046;8;5
Sloanea obtusifolia;87568613,6959024;79;22
Sloanea oppositifolia;13453178,138406;15;10
Sloanea parviflora;31667166,6693353;31;11
Sloanea parvifructa;6648630,35422102;5;2
Sloanea picapica;10969514,6833038;18;12
Sloanea porphyrocarpa;8863130,73193025;9;6
Sloanea ptariana;532903,890004638;1;1
Sloanea pubescens;69551332,7804435;101;59
Sloanea pubiflora;895955,054293342;1;1
Sloanea robusta;145320458,915563;244;24
Sloanea rufa;52581516,067514;52;34
Sloanea schomburgkii;34609625,6042996;30;25
Sloanea sinemariensis;41037237,0066793;90;23
Sloanea spathulata;13055873,3677295;36;20
Sloanea steyermarkii;2212457,27270026;7;2
Sloanea stipitata;3343946,20939365;4;2
Sloanea synandra;47917565,8418394;76;52
Sloanea terniflora;81156075,7606475;108;37
Sloanea tuerckheimii;84150858,2929636;77;33
Socratea exorrhiza;2803981708,60315;3030;335
Socratea rostrata;3243835,09181094;1;1
Socratea salazarii;96812467,3000248;151;12
Solanum altissimum;1684815,1163685;7;5
Solanum appressum;184058,553133814;1;1
Solanum asperum;1656122,8547063;1;1
Solanum cyathophorum;3187785,40300111;2;1
Solanum grandiflorum;188949,293691279;1;1
Solanum kioniotrichum;1156839,13433838;1;1
Solanum lepidotum;253665,906773645;1;1
Solanum leucocarpon;869466,740425917;1;1
Solanum occultum;631330,175321075;1;1
Solanum rugosum;869707,004594921;1;1
Solanum sessile;255299,670993916;1;1
Sorocea briquetii;238736419,900026;462;61
Sorocea duckei;17496245,8177303;18;8
Sorocea guilleminiana;133083013,737499;257;89
Sorocea klotzschiana;1036251,74709879;3;1
Sorocea muriculata;93806074,1308281;79;27
Sorocea opima;3938727,44522082;5;4
Sorocea pubivena;78359966,1064457;154;63
Sorocea sprucei;7521027,97398366;6;4
Sorocea steinbachii;271766740,577498;405;82
Spachea elegans;3443912,20674713;6;2
Sparattanthelium amazonum;15599914,3159961;20;2
Sparattanthelium tarapotanum;523441,070093632;1;1
Sparattanthelium tupiniquinorum;1195185,64076064;4;4
Sparattosperma leucanthum;15459311,1141312;15;6
Spathelia excelsa;3894675,34415061;7;5
Spathelia terminalioides;753677,425919114;1;1
Sphinctanthus maculatus;5756944,01747346;3;1
Spiranthera guianensis;100035143,200211;58;3
Spondias lutea;87585525,9506462;128;21
Spondias mombin;511417030,4531;733;176
Spondias venosa;11780017,7353684;15;7
Spongiosperma grandiflorum;10877164,8353351;7;2
Stachyarrhena acuminata;7147869,12896197;21;8
Stachyarrhena penduliflora;2066800,26269833;3;3
Stachyarrhena spicata;39885922,616774;44;12
Stachyococcus adinanthus;631330,175321075;1;1
Stemmadenia grandiflora;4238356,23152937;3;3
Stenostomum acreanum;60655090,4592786;186;15
Stephanopodium peruvianum;6125155,1843077;22;7
Sterculia aerisperma;1758317,8032154;5;2
Sterculia amazonica;2282573,36520833;2;1
Sterculia apeibophylla;112783637,081999;185;69
Sterculia apetala;148955516,444843;199;87
Sterculia chicomendesii;1570054,19178702;1;1
Sterculia colombiana;71323550,6489037;168;54
Sterculia corrugata;1337022,68581613;4;1
Sterculia costaricana;3674386,22018828;3;2
Sterculia duckei;29413665,5247354;55;40
Sterculia excelsa;54838208,7832221;80;39
Sterculia frondosa;108024997,226557;174;86
Sterculia guapayensis;14305828,4853908;18;11
Sterculia guianensis;397311,796651121;1;1
Sterculia kayae;31415744,198334;58;29
Sterculia killipiana;19744213,7579947;32;13
Sterculia megalocarpa;352747,607418094;1;1
Sterculia multiovula;371082,298279611;1;1
Sterculia parviflora;12988055,5040617;13;5
Sterculia pendula;290609,139250034;1;1
Sterculia peruviana;3674305,61430271;4;3
Sterculia pruriens;568248961,225847;1024;261
Sterculia rebeccae;4730683,69091265;7;6
Sterculia rugosa;8414212,77792224;29;8
Sterculia speciosa;244198907,042909;327;112
Sterculia stipulifera;1918981,33915782;1;1
Sterculia striata;1391073,83598271;3;1
Sterculia tessmannii;69664616,9922456;144;60
Sterculia villifera;16661750,0137586;25;8
Sterigmapetalum colombianum;15173794,3348888;39;5
Sterigmapetalum exappendiculatum;2177298,64443704;2;2
Sterigmapetalum guianense;35279910,4114838;20;12
Sterigmapetalum obovatum;125049677,338049;113;55
Strychnos araguaensis;2606413,23945784;3;3
Strychnos asperula;1467506,67336375;1;1
Strychnos brasiliensis;677749,701121728;1;1
Strychnos erichsonii;8370450,35400653;10;4
Strychnos fendleri;9272178,6260599;7;1
Strychnos froesii;531539,648162617;1;1
Strychnos glabra;448347,944647351;1;1
Strychnos guianensis;1151731,51104859;1;1
Strychnos jobertiana;4862208,54864955;5;5
Strychnos mattogrossensis;681829,969786052;1;1
Strychnos mitscherlichii;1759582,41871606;2;2
Strychnos panurensis;7956353,29613238;12;7
Strychnos peckii;3615506,01039438;3;2
Strychnos pseudoquina;1036251,74709879;3;1
Strychnos ramentifera;311041,936455091;1;1
Strychnos rondeletioides;2338573,79271496;3;3
Strychnos sandwithiana;1337250,79948165;3;2
Strychnos tarapotensis;255299,670993916;1;1
Strychnos xinguensis;5409783,62397378;3;1
Stryphnodendron adstringens;26368947,2304989;13;9
